submission_id,response1,startDate,context_picture,experiment_id,picture2,correct1,question1,problems,enjoyment,item,botresponse,correct2,understand,text,condition,sentence,target,age,response,comments,picture1,response3,education,languages,sex,RT,correct3,context,trial_number,startTime,attempts,picture,question3,fairprice,question2,size,response2,trial_name
1169,NA,Fri Dec 06 2019 10:44:36 GMT-0500 (Eastern Standard Time),images/flower-parade.png,28,NA,NA,That ,No,2,flowers,Susan,NA,yes,You also see this one:,predicative,You say to your friend:,peony,57,geony,,NA,NA,graduated_college,English,female,,NA,You see the following:,3,1575647076567,NA,images/peony.png,NA,1, is big.,big,NA,main1
1169,dandelion,Fri Dec 06 2019 10:44:36 GMT-0500 (Eastern Standard Time),NA,28,warmup/sunflower.png,dandelion,This is a ,No,2,flowers,Susan,sunflower,yes,Please label the pictures below.,NA,NA,NA,57,NA,,warmup/dandelion.jpg,flower,graduated_college,English,female,NA,flowers,NA,1,1575647076567,1,NA,This is a ,1,These are both,NA,sunflower,warmup2
1169,dandelion,Fri Dec 06 2019 10:44:36 GMT-0500 (Eastern Standard Time),NA,28,warmup/sunflower.png,dandelion,This is a ,No,2,flowers,Susan,sunflower,yes,Please label the pictures below.,NA,NA,NA,57,NA,,warmup/dandelion.jpg,flowers,graduated_college,English,female,NA,flowers,NA,1,1575647076567,2,NA,This is a ,1,These are both,NA,sunflower,warmup2
1169,puppy,Fri Dec 06 2019 10:44:36 GMT-0500 (Eastern Standard Time),NA,28,warmup/doberman.png,chihuahua,This is a ,No,2,dogs,Susan,doberman,yes,Please label the pictures below.,NA,NA,NA,57,NA,,warmup/chihuahua.jpg,dogs,graduated_college,English,female,NA,dogs,NA,2,1575647076567,1,NA,This is a ,1,These are both,NA,dog,warmup2
1169,chihuahua,Fri Dec 06 2019 10:44:36 GMT-0500 (Eastern Standard Time),NA,28,warmup/doberman.png,chihuahua,This is a ,No,2,dogs,Susan,doberman,yes,Please label the pictures below.,NA,NA,NA,57,NA,,warmup/chihuahua.jpg,dogs,graduated_college,English,female,NA,dogs,NA,2,1575647076567,2,NA,This is a ,1,These are both,NA,doberman,warmup2
1169,swan clip art,Fri Dec 06 2019 10:44:36 GMT-0500 (Eastern Standard Time),NA,28,warmup/canary.jpg,swan,This is a ,No,2,birds,Susan,canary,yes,Please label the pictures below.,NA,NA,NA,57,NA,,warmup/swan.jpg,birds,graduated_college,English,female,NA,birds,NA,3,1575647076567,1,NA,This is a ,1,These are both,NA,songbird,warmup2
1169,swan,Fri Dec 06 2019 10:44:36 GMT-0500 (Eastern Standard Time),NA,28,warmup/canary.jpg,swan,This is a ,No,2,birds,Susan,canary,yes,Please label the pictures below.,NA,NA,NA,57,NA,,warmup/swan.jpg,birds,graduated_college,English,female,NA,birds,NA,3,1575647076567,2,NA,This is a ,1,These are both,NA,canary,warmup2
1169,NA,Fri Dec 06 2019 10:44:36 GMT-0500 (Eastern Standard Time),images/bird-parade3.png,28,NA,NA,That ,No,2,birds,Susan,NA,yes,You also see this one:,predicative,You say to your friend:,canary,57,canary,,NA,NA,graduated_college,English,female,,NA,You see the following:,1,1575647076567,NA,images/canary.png,NA,1, is small.,small,NA,main2
1169,NA,Fri Dec 06 2019 10:44:36 GMT-0500 (Eastern Standard Time),images/dog-parade.png,28,NA,NA,That ,No,2,dogs,Susan,NA,yes,You also see this one:,predicative,You say to your friend:,doberman,57,dobermann,,NA,NA,graduated_college,English,female,,NA,You see the following:,2,1575647076567,NA,images/doberman.png,NA,1, is big.,big,NA,main2
1169,NA,Fri Dec 06 2019 10:44:36 GMT-0500 (Eastern Standard Time),images/flower-parade2.png,28,NA,NA,That ,No,2,flowers,Susan,NA,yes,You also see this one:,predicative,You say to your friend:,sunflower,57,sunflower,,NA,NA,graduated_college,English,female,,NA,You see the following:,3,1575647076567,NA,images/sunflower.png,NA,1, is big.,big,NA,main2
1178,marlin,Fri Dec 06 2019 10:59:56 GMT-0500 (Eastern Standard Time),NA,28,warmup/clownfish.jpg,tuna,This is a ,,2,fish,sarah,clownfish,,Please label the pictures below.,NA,NA,NA,34,NA,,warmup/tuna.jpg,fish,graduated_college,English,female,NA,fish,NA,1,1575647996106,1,NA,This is a ,1.00,These are both,NA,fish,warmup1
1178,tuna,Fri Dec 06 2019 10:59:56 GMT-0500 (Eastern Standard Time),NA,28,warmup/clownfish.jpg,tuna,This is a ,,2,fish,sarah,clownfish,,Please label the pictures below.,NA,NA,NA,34,NA,,warmup/tuna.jpg,fish,graduated_college,English,female,NA,fish,NA,1,1575647996106,2,NA,This is a ,1.00,These are both,NA,clownfish,warmup1
1178,marlin,Fri Dec 06 2019 10:59:56 GMT-0500 (Eastern Standard Time),NA,28,warmup/goldfish.png,swordfish,This is a ,,2,fish,sarah,goldfish,,Please label the pictures below.,NA,NA,NA,34,NA,,warmup/swordfish.jpg,fish,graduated_college,English,female,NA,fish,NA,2,1575647996106,1,NA,This is a ,1.00,These are both,NA,goldfish,warmup1
1178,swordfish,Fri Dec 06 2019 10:59:56 GMT-0500 (Eastern Standard Time),NA,28,warmup/goldfish.png,swordfish,This is a ,,2,fish,sarah,goldfish,,Please label the pictures below.,NA,NA,NA,34,NA,,warmup/swordfish.jpg,fish,graduated_college,English,female,NA,fish,NA,2,1575647996106,2,NA,This is a ,1.00,These are both,NA,goldfish,warmup1
1178,goose,Fri Dec 06 2019 10:59:56 GMT-0500 (Eastern Standard Time),NA,28,warmup/sparrow.jpg,goose,This is a ,,2,birds,sarah,sparrow,,Please label the pictures below.,NA,NA,NA,34,NA,,warmup/goose.png,birds,graduated_college,English,female,NA,birds,NA,3,1575647996106,1,NA,This is a ,1.00,These are both,NA,bird,warmup1
1178,goose,Fri Dec 06 2019 10:59:56 GMT-0500 (Eastern Standard Time),NA,28,warmup/sparrow.jpg,goose,This is a ,,2,birds,sarah,sparrow,,Please label the pictures below.,NA,NA,NA,34,NA,,warmup/goose.png,birds,graduated_college,English,female,NA,birds,NA,3,1575647996106,2,NA,This is a ,1.00,These are both,NA,sparrow,warmup1
1178,NA,Fri Dec 06 2019 10:59:56 GMT-0500 (Eastern Standard Time),images/fish-parade.png,28,NA,NA,That ,,2,fish,sarah,NA,,You also see this one:,predicative,You say to your friend:,swordfish,34,swordfish,,NA,NA,graduated_college,English,female,,NA,You see the following:,1,1575647996106,NA,images/swordfish.png,NA,1.00, is big.,big,NA,main1
1178,NA,Fri Dec 06 2019 10:59:56 GMT-0500 (Eastern Standard Time),images/bird-parade.png,28,NA,NA,That ,,2,birds,sarah,NA,,You also see this one:,predicative,You say to your friend:,sparrow,34,sparrow,,NA,NA,graduated_college,English,female,,NA,You see the following:,2,1575647996106,NA,images/sparrow.png,NA,1.00, is small.,small,NA,main1
1178,NA,Fri Dec 06 2019 10:59:56 GMT-0500 (Eastern Standard Time),images/fish-parade2.png,28,NA,NA,That ,,2,fish,sarah,NA,,You also see this one:,predicative,You say to your friend:,tuna,34,tuna,,NA,NA,graduated_college,English,female,,NA,You see the following:,3,1575647996106,NA,images/tuna.png,NA,1.00, is big.,big,NA,main1
1178,daisy,Fri Dec 06 2019 10:59:56 GMT-0500 (Eastern Standard Time),NA,28,warmup/peony.png,daisy,This is a ,,2,flowers,sarah,peony,,Please label the pictures below.,NA,NA,NA,34,NA,,warmup/daisy.png,flowers,graduated_college,English,female,NA,flowers,NA,1,1575647996106,1,NA,This is a ,1.00,These are both,NA,petunia,warmup2
1178,daisy,Fri Dec 06 2019 10:59:56 GMT-0500 (Eastern Standard Time),NA,28,warmup/peony.png,daisy,This is a ,,2,flowers,sarah,peony,,Please label the pictures below.,NA,NA,NA,34,NA,,warmup/daisy.png,flowers,graduated_college,English,female,NA,flowers,NA,1,1575647996106,2,NA,This is a ,1.00,These are both,NA,peony,warmup2
1178,sparrow,Fri Dec 06 2019 10:59:56 GMT-0500 (Eastern Standard Time),NA,28,warmup/eagle.jpg,hummingbird,This is a ,,2,birds,sarah,eagle,,Please label the pictures below.,NA,NA,NA,34,NA,,warmup/colibri.jpg,birds,graduated_college,English,female,NA,birds,NA,2,1575647996106,1,NA,This is an ,1.00,These are both,NA,eagle,warmup2
1178,hummingbird,Fri Dec 06 2019 10:59:56 GMT-0500 (Eastern Standard Time),NA,28,warmup/eagle.jpg,hummingbird,This is a ,,2,birds,sarah,eagle,,Please label the pictures below.,NA,NA,NA,34,NA,,warmup/colibri.jpg,birds,graduated_college,English,female,NA,birds,NA,2,1575647996106,2,NA,This is an ,1.00,These are both,NA,eagle,warmup2
1178,dog,Fri Dec 06 2019 10:59:56 GMT-0500 (Eastern Standard Time),NA,28,warmup/doberman.png,chihuahua,This is a ,,2,dogs,sarah,doberman,,Please label the pictures below.,NA,NA,NA,34,NA,,warmup/chihuahua.jpg,dogs,graduated_college,English,female,NA,dogs,NA,3,1575647996106,1,NA,This is a ,1.00,These are both,NA,rotweiler,warmup2
1178,chihuahua,Fri Dec 06 2019 10:59:56 GMT-0500 (Eastern Standard Time),NA,28,warmup/doberman.png,chihuahua,This is a ,,2,dogs,sarah,doberman,,Please label the pictures below.,NA,NA,NA,34,NA,,warmup/chihuahua.jpg,dogs,graduated_college,English,female,NA,dogs,NA,3,1575647996106,2,NA,This is a ,1.00,These are both,NA,doberman,warmup2
1178,NA,Fri Dec 06 2019 10:59:56 GMT-0500 (Eastern Standard Time),images/bird-parade2.png,28,NA,NA,That ,,2,birds,sarah,NA,,You also see this one:,predicative,You say to your friend:,hummingbird,34,hummingbird,,NA,NA,graduated_college,English,female,,NA,You see the following:,1,1575647996106,NA,images/hummingbird.png,NA,1.00, is small.,small,NA,main2
1178,NA,Fri Dec 06 2019 10:59:56 GMT-0500 (Eastern Standard Time),images/flower-parade.png,28,NA,NA,That ,,2,flowers,sarah,NA,,You also see this one:,predicative,You say to your friend:,peony,34,peony,,NA,NA,graduated_college,English,female,,NA,You see the following:,2,1575647996106,NA,images/peony.png,NA,1.00, is big.,big,NA,main2
1178,NA,Fri Dec 06 2019 10:59:56 GMT-0500 (Eastern Standard Time),images/dog-parade.png,28,NA,NA,That ,,2,dogs,sarah,NA,,You also see this one:,predicative,You say to your friend:,chihuahua,34,chihuahua,,NA,NA,graduated_college,English,female,,NA,You see the following:,3,1575647996106,NA,images/chihuahua.png,NA,1.00, is small.,small,NA,main2
1184,shark,Fri Dec 06 2019 10:57:06 GMT-0500 (Eastern Standard Time),NA,28,warmup/goldfish.png,swordfish,This is a ,No,2,fish,jennifer,goldfish,,Please label the pictures below.,NA,NA,NA,,NA,Nil,warmup/swordfish.jpg,fish,,,,NA,fish,NA,1,1575647826996,1,NA,This is a ,1,These are both,NA,fish,warmup1
1184,swordfish,Fri Dec 06 2019 10:57:06 GMT-0500 (Eastern Standard Time),NA,28,warmup/goldfish.png,swordfish,This is a ,No,2,fish,jennifer,goldfish,,Please label the pictures below.,NA,NA,NA,,NA,Nil,warmup/swordfish.jpg,fish,,,,NA,fish,NA,1,1575647826996,2,NA,This is a ,1,These are both,NA,goldfish,warmup1
1184,duck,Fri Dec 06 2019 10:57:06 GMT-0500 (Eastern Standard Time),NA,28,warmup/sparrow.jpg,goose,This is a ,No,2,birds,jennifer,sparrow,,Please label the pictures below.,NA,NA,NA,,NA,Nil,warmup/goose.png,bird,,,,NA,birds,NA,2,1575647826996,1,NA,This is a ,1,These are both,NA,sparrow,warmup1
1184,goose,Fri Dec 06 2019 10:57:06 GMT-0500 (Eastern Standard Time),NA,28,warmup/sparrow.jpg,goose,This is a ,No,2,birds,jennifer,sparrow,,Please label the pictures below.,NA,NA,NA,,NA,Nil,warmup/goose.png,birds,,,,NA,birds,NA,2,1575647826996,2,NA,This is a ,1,These are both,NA,sparrow,warmup1
1184,pup,Fri Dec 06 2019 10:57:06 GMT-0500 (Eastern Standard Time),NA,28,warmup/doberman.png,chihuahua,This is a ,No,2,dogs,jennifer,doberman,,Please label the pictures below.,NA,NA,NA,,NA,Nil,warmup/chihuahua.jpg,dogs,,,,NA,dogs,NA,3,1575647826996,1,NA,This is a ,1,These are both,NA,dane,warmup1
1184,chihuahua,Fri Dec 06 2019 10:57:06 GMT-0500 (Eastern Standard Time),NA,28,warmup/doberman.png,chihuahua,This is a ,No,2,dogs,jennifer,doberman,,Please label the pictures below.,NA,NA,NA,,NA,Nil,warmup/chihuahua.jpg,dogs,,,,NA,dogs,NA,3,1575647826996,2,NA,This is a ,1,These are both,NA,doberman,warmup1
1184,NA,Fri Dec 06 2019 10:57:06 GMT-0500 (Eastern Standard Time),images/fish-parade.png,28,NA,NA,That ,No,2,fish,jennifer,NA,,You also see this one:,predicative,You say to your friend:,goldfish,,gold fish,Nil,NA,NA,,,,,NA,You see the following:,1,1575647826996,NA,images/goldfish.png,NA,1, is small.,small,NA,main1
1184,NA,Fri Dec 06 2019 10:57:06 GMT-0500 (Eastern Standard Time),images/dog-parade.png,28,NA,NA,That ,No,2,dogs,jennifer,NA,,You also see this one:,predicative,You say to your friend:,chihuahua,,chihua,Nil,NA,NA,,,,,NA,You see the following:,2,1575647826996,NA,images/chihuahua.png,NA,1, is small.,small,NA,main1
1184,NA,Fri Dec 06 2019 10:57:06 GMT-0500 (Eastern Standard Time),images/bird-parade.png,28,NA,NA,That ,No,2,birds,jennifer,NA,,You also see this one:,predicative,You say to your friend:,goose,,goose,Nil,NA,NA,,,,,NA,You see the following:,3,1575647826996,NA,images/goose.png,NA,1, is big.,big,NA,main1
1184,kingfisher,Fri Dec 06 2019 10:57:06 GMT-0500 (Eastern Standard Time),NA,28,warmup/eagle.jpg,hummingbird,This is a ,No,2,birds,jennifer,eagle,,Please label the pictures below.,NA,NA,NA,,NA,Nil,warmup/colibri.jpg,birds,,,,NA,birds,NA,1,1575647826996,1,NA,This is an ,1,These are both,NA,eagle,warmup2
1184,hummingbird,Fri Dec 06 2019 10:57:06 GMT-0500 (Eastern Standard Time),NA,28,warmup/eagle.jpg,hummingbird,This is a ,No,2,birds,jennifer,eagle,,Please label the pictures below.,NA,NA,NA,,NA,Nil,warmup/colibri.jpg,birds,,,,NA,birds,NA,1,1575647826996,2,NA,This is an ,1,These are both,NA,eagle,warmup2
1184,lilly,Fri Dec 06 2019 10:57:06 GMT-0500 (Eastern Standard Time),NA,28,warmup/peony.png,daisy,This is a ,No,2,flowers,jennifer,peony,,Please label the pictures below.,NA,NA,NA,,NA,Nil,warmup/daisy.png,flower,,,,NA,flowers,NA,2,1575647826996,1,NA,This is a ,1,These are both,NA,rose,warmup2
1184,daisy,Fri Dec 06 2019 10:57:06 GMT-0500 (Eastern Standard Time),NA,28,warmup/peony.png,daisy,This is a ,No,2,flowers,jennifer,peony,,Please label the pictures below.,NA,NA,NA,,NA,Nil,warmup/daisy.png,flowers,,,,NA,flowers,NA,2,1575647826996,2,NA,This is a ,1,These are both,NA,peony,warmup2
1184,tree,Fri Dec 06 2019 10:57:06 GMT-0500 (Eastern Standard Time),NA,28,warmup/bonsai.jpg,redwood|sequoia,This is a ,No,2,trees,jennifer,bonsai,,Please label the pictures below.,NA,NA,NA,,NA,Nil,warmup/sequoia.jpg,plants,,,,NA,trees,NA,3,1575647826996,1,NA,This is a ,1,These are both,NA,plant,warmup2
1184,"redwood,sequoia",Fri Dec 06 2019 10:57:06 GMT-0500 (Eastern Standard Time),NA,28,warmup/bonsai.jpg,redwood|sequoia,This is a ,No,2,trees,jennifer,bonsai,,Please label the pictures below.,NA,NA,NA,,NA,Nil,warmup/sequoia.jpg,trees,,,,NA,trees,NA,3,1575647826996,2,NA,This is a ,1,These are both,NA,bonsai,warmup2
1184,redwood,Fri Dec 06 2019 10:57:06 GMT-0500 (Eastern Standard Time),NA,28,warmup/bonsai.jpg,redwood|sequoia,This is a ,No,2,trees,jennifer,bonsai,,Please label the pictures below.,NA,NA,NA,,NA,Nil,warmup/sequoia.jpg,trees,,,,NA,trees,NA,3,1575647826996,3,NA,This is a ,1,These are both,NA,bonsai,warmup2
1184,NA,Fri Dec 06 2019 10:57:06 GMT-0500 (Eastern Standard Time),images/flower-parade.png,28,NA,NA,That ,No,2,flowers,jennifer,NA,,You also see this one:,predicative,You say to your friend:,daisy,,daisy,Nil,NA,NA,,,,,NA,You see the following:,1,1575647826996,NA,images/daisy.png,NA,1, is small.,small,NA,main2
1184,NA,Fri Dec 06 2019 10:57:06 GMT-0500 (Eastern Standard Time),images/bird-parade2.png,28,NA,NA,That ,No,2,birds,jennifer,NA,,You also see this one:,predicative,You say to your friend:,eagle,,eagle,Nil,NA,NA,,,,,NA,You see the following:,2,1575647826996,NA,images/eagle.png,NA,1, is big.,big,NA,main2
1184,NA,Fri Dec 06 2019 10:57:06 GMT-0500 (Eastern Standard Time),images/tree-parade.png,28,NA,NA,That ,No,2,trees,jennifer,NA,,You also see this one:,predicative,You say to your friend:,sequoia,,redwood,Nil,NA,NA,,,,,NA,You see the following:,3,1575647826996,NA,images/sequoia.png,NA,1, is big.,big,NA,main2
1194,puppy,Fri Dec 06 2019 10:43:35 GMT-0500 (Eastern Standard Time),NA,28,warmup/doberman.png,chihuahua,This is a ,,1,dogs,susan,doberman,,Please label the pictures below.,NA,NA,NA,56,NA,,warmup/chihuahua.jpg,dogs,graduated_high_school,English,female,NA,dogs,NA,1,1575647015219,1,NA,This is a ,1.50,These are both,NA,dog,warmup1
1194,dog,Fri Dec 06 2019 10:43:35 GMT-0500 (Eastern Standard Time),NA,28,warmup/doberman.png,chihuahua,This is a ,,1,dogs,susan,doberman,,Please label the pictures below.,NA,NA,NA,56,NA,,warmup/chihuahua.jpg,dogs,graduated_high_school,English,female,NA,dogs,NA,1,1575647015219,2,NA,This is a ,1.50,These are both,NA,dog,warmup1
1194,chihuahua,Fri Dec 06 2019 10:43:35 GMT-0500 (Eastern Standard Time),NA,28,warmup/doberman.png,chihuahua,This is a ,,1,dogs,susan,doberman,,Please label the pictures below.,NA,NA,NA,56,NA,,warmup/chihuahua.jpg,dogs,graduated_high_school,English,female,NA,dogs,NA,1,1575647015219,3,NA,This is a ,1.50,These are both,NA,doberman,warmup1
1194,dandelion,Fri Dec 06 2019 10:43:35 GMT-0500 (Eastern Standard Time),NA,28,warmup/peony.png,daisy,This is a ,,1,flowers,susan,peony,,Please label the pictures below.,NA,NA,NA,56,NA,,warmup/daisy.png,flowers,graduated_high_school,English,female,NA,flowers,NA,2,1575647015219,1,NA,This is a ,1.50,These are both,NA,flower,warmup1
1194,daisy,Fri Dec 06 2019 10:43:35 GMT-0500 (Eastern Standard Time),NA,28,warmup/peony.png,daisy,This is a ,,1,flowers,susan,peony,,Please label the pictures below.,NA,NA,NA,56,NA,,warmup/daisy.png,flowers\nflowers\nflowers,graduated_high_school,English,female,NA,flowers,NA,2,1575647015219,2,NA,This is a ,1.50,These are both,NA,peony,warmup1
1194,daisy,Fri Dec 06 2019 10:43:35 GMT-0500 (Eastern Standard Time),NA,28,warmup/peony.png,daisy,This is a ,,1,flowers,susan,peony,,Please label the pictures below.,NA,NA,NA,56,NA,,warmup/daisy.png,flowers,graduated_high_school,English,female,NA,flowers,NA,2,1575647015219,3,NA,This is a ,1.50,These are both,NA,peony,warmup1
1194,tree,Fri Dec 06 2019 10:43:35 GMT-0500 (Eastern Standard Time),NA,28,warmup/bonsai.jpg,redwood|sequoia,This is a ,,1,trees,susan,bonsai,,Please label the pictures below.,NA,NA,NA,56,NA,,warmup/sequoia.jpg,trees,graduated_high_school,English,female,NA,trees,NA,3,1575647015219,1,NA,This is a ,1.50,These are both,NA,seedling,warmup1
1194,sequia,Fri Dec 06 2019 10:43:35 GMT-0500 (Eastern Standard Time),NA,28,warmup/bonsai.jpg,redwood|sequoia,This is a ,,1,trees,susan,bonsai,,Please label the pictures below.,NA,NA,NA,56,NA,,warmup/sequoia.jpg,trees\ntrees,graduated_high_school,English,female,NA,trees,NA,3,1575647015219,2,NA,This is a ,1.50,These are both,NA,bonsai,warmup1
1194,sequ0ia,Fri Dec 06 2019 10:43:35 GMT-0500 (Eastern Standard Time),NA,28,warmup/bonsai.jpg,redwood|sequoia,This is a ,,1,trees,susan,bonsai,,Please label the pictures below.,NA,NA,NA,56,NA,,warmup/sequoia.jpg,trees\ntrees,graduated_high_school,English,female,NA,trees,NA,3,1575647015219,3,NA,This is a ,1.50,These are both,NA,bonsai,warmup1
1194,sequoia,Fri Dec 06 2019 10:43:35 GMT-0500 (Eastern Standard Time),NA,28,warmup/bonsai.jpg,redwood|sequoia,This is a ,,1,trees,susan,bonsai,,Please label the pictures below.,NA,NA,NA,56,NA,,warmup/sequoia.jpg,trees\ntrees,graduated_high_school,English,female,NA,trees,NA,3,1575647015219,4,NA,This is a ,1.50,These are both,NA,bonsai,warmup1
1194,sequoia,Fri Dec 06 2019 10:43:35 GMT-0500 (Eastern Standard Time),NA,28,warmup/bonsai.jpg,redwood|sequoia,This is a ,,1,trees,susan,bonsai,,Please label the pictures below.,NA,NA,NA,56,NA,,warmup/sequoia.jpg,trees,graduated_high_school,English,female,NA,trees,NA,3,1575647015219,5,NA,This is a ,1.50,These are both,NA,bonsai,warmup1
1194,NA,Fri Dec 06 2019 10:43:35 GMT-0500 (Eastern Standard Time),images/dog-parade.png,28,NA,NA,That ,,1,dogs,susan,NA,,You also see this one:,predicative,You say to your friend:,doberman,56,doberman,,NA,NA,graduated_high_school,English,female,,NA,You see the following:,1,1575647015219,NA,images/doberman.png,NA,1.50, is big.,big,NA,main1
1194,NA,Fri Dec 06 2019 10:43:35 GMT-0500 (Eastern Standard Time),images/tree-parade.png,28,NA,NA,That ,,1,trees,susan,NA,,You also see this one:,predicative,You say to your friend:,bonsai,56,bonsai,,NA,NA,graduated_high_school,English,female,,NA,You see the following:,2,1575647015219,NA,images/bonsai.png,NA,1.50, is small.,small,NA,main1
1194,NA,Fri Dec 06 2019 10:43:35 GMT-0500 (Eastern Standard Time),images/flower-parade.png,28,NA,NA,That ,,1,flowers,susan,NA,,You also see this one:,predicative,You say to your friend:,daisy,56,daisy,,NA,NA,graduated_high_school,English,female,,NA,You see the following:,3,1575647015219,NA,images/daisy.png,NA,1.50, is small.,small,NA,main1
1194,hummingbird,Fri Dec 06 2019 10:43:35 GMT-0500 (Eastern Standard Time),NA,28,warmup/eagle.jpg,hummingbird,This is a ,,1,birds,susan,eagle,,Please label the pictures below.,NA,NA,NA,56,NA,,warmup/colibri.jpg,birds,graduated_high_school,English,female,NA,birds,NA,1,1575647015219,1,NA,This is an ,1.50,These are both,NA,eagle,warmup2
1194,swan,Fri Dec 06 2019 10:43:35 GMT-0500 (Eastern Standard Time),NA,28,warmup/canary.jpg,swan,This is a ,,1,birds,susan,canary,,Please label the pictures below.,NA,NA,NA,56,NA,,warmup/swan.jpg,ducks,graduated_high_school,English,female,NA,birds,NA,2,1575647015219,1,NA,This is a ,1.50,These are both,NA,parakeet,warmup2
1194,swan,Fri Dec 06 2019 10:43:35 GMT-0500 (Eastern Standard Time),NA,28,warmup/canary.jpg,swan,This is a ,,1,birds,susan,canary,,Please label the pictures below.,NA,NA,NA,56,NA,,warmup/swan.jpg,birds,graduated_high_school,English,female,NA,birds,NA,2,1575647015219,2,NA,This is a ,1.50,These are both,NA,canary,warmup2
1194,shark,Fri Dec 06 2019 10:43:35 GMT-0500 (Eastern Standard Time),NA,28,warmup/clownfish.jpg,tuna,This is a ,,1,fish,susan,clownfish,,Please label the pictures below.,NA,NA,NA,56,NA,,warmup/tuna.jpg,fish,graduated_high_school,English,female,NA,fish,NA,3,1575647015219,1,NA,This is a ,1.50,These are both,NA,goldfish,warmup2
1194,tuna,Fri Dec 06 2019 10:43:35 GMT-0500 (Eastern Standard Time),NA,28,warmup/clownfish.jpg,tuna,This is a ,,1,fish,susan,clownfish,,Please label the pictures below.,NA,NA,NA,56,NA,,warmup/tuna.jpg,fish,graduated_high_school,English,female,NA,fish,NA,3,1575647015219,2,NA,This is a ,1.50,These are both,NA,goldfish,warmup2
