submission_id,trial_number,target,item,response,syntax,adj,response_cat,response_num,response_label,pilot_nr,syntax_dev
2104,1,chihuahua,dogs1,dogs,subject,small,basic,1,basic,3,1
2104,2,bonsai,trees,trees,predicate,small,basic,1,basic,3,-1
2101,1,hummingbird,birds,hummingbirds,predicate,small,subordinate,0,basic,3,-1
2101,2,sunflower,flowers,plants,subject,big,basic,1,basic,3,1
2101,3,bonsai,trees,bonsai,predicate,small,subordinate,0,basic,3,-1
2101,1,great dane,dogs2,dogs,predicate,big,basic,1,basic,3,-1
2101,2,doberman,dogs1,dogs,subject,big,basic,1,basic,3,1
2100,1,dandelion,flowers,flowers,predicate,small,basic,1,basic,3,-1
2100,2,eagle,birds,eagles,subject,big,subordinate,0,basic,3,1
2100,3,redwood,trees,trees,subject,big,basic,1,basic,3,1
2100,1,pug,dogs2,dogs,predicate,small,basic,1,basic,3,-1
2100,2,chihuahua,dogs1,dogs,predicate,small,basic,1,basic,3,-1
