submission_id,question,response1,sentence_left,context_picture,experiment_id,picture2,correct1,question1,problems,enjoyment,item,botresponse,trials,correct2,pic_spec,understand,text,condition,sentence,age,response,comments,ref_spec,picture1,response3,education,target_size,name,languages,sex,RT,correct3,context,trial_number,startTime,attempts,question3,fairprice,question2,response2,correct,adj_cond,trial_name
550,<i>What do you think Speaker A meant? </i>,NA,The Empire State Building is tall relative to other,NA,13,NA,NA,NA,No,2,NA,linda,1,NA,NA,yes,NA,NA,"<b> Speaker A: ""The Empire State Building is tall.""</b>",35,buildings,NA,NA,NA,NA,graduated_high_school,NA,comp_class_warmup,English,male,NA,NA,In the main trials you will be asked to rephrase something a person said. The utterance will contain a word that is <i>relative</i> and your task is to figure out what it is relative to. <br /> <br /> For example: <br /><br />,1,1570714678222,1,NA,1,NA,NA,"buildings, scyscrapers, houses, constructions (choose one)",NA,comp_class_warmup
550,NA,dog,NA,NA,13,warmup/doberman.png,chihuahua,This is a,No,2,dogs,linda,NA,doberman,NA,yes,Please label the pictures below.,NA,NA,35,NA,NA,NA,warmup/chihuahua.jpg,dogs,graduated_high_school,NA,NA,English,male,NA,dogs,NA,1,1570714678222,1,This is a,1,These are both,dog,NA,NA,warmup1
550,NA,chihuahua,NA,NA,13,warmup/doberman.png,chihuahua,This is a,No,2,dogs,linda,NA,doberman,NA,yes,Please label the pictures below.,NA,NA,35,NA,NA,NA,warmup/chihuahua.jpg,dogs,graduated_high_school,NA,NA,English,male,NA,dogs,NA,1,1570714678222,2,This is a,1,These are both,doberman,NA,NA,warmup1
550,NA,sailfish,NA,NA,13,warmup/goldfish.png,swordfish,This is a,No,2,fish,linda,NA,goldfish,NA,yes,Please label the pictures below.,NA,NA,35,NA,NA,NA,warmup/swordfish.jpg,fish,graduated_high_school,NA,NA,English,male,NA,fish,NA,2,1570714678222,1,This is a,1,These are both,goldfish,NA,NA,warmup1
550,NA,swordfish,NA,NA,13,warmup/goldfish.png,swordfish,This is a,No,2,fish,linda,NA,goldfish,NA,yes,Please label the pictures below.,NA,NA,35,NA,NA,NA,warmup/swordfish.jpg,fish,graduated_high_school,NA,NA,English,male,NA,fish,NA,2,1570714678222,2,This is a,1,These are both,goldfish,NA,NA,warmup1
550,NA,redwood,NA,NA,13,warmup/bonsai.jpg,redwood or sequoia (choose one),This is a,No,2,trees,linda,NA,bonsai,NA,yes,Please label the pictures below.,NA,NA,35,NA,NA,NA,warmup/sequoia.png,trees,graduated_high_school,NA,NA,English,male,NA,trees,NA,3,1570714678222,1,This is a,1,These are both,bonsai,NA,NA,warmup1
550,What do you think your friend meant?,NA,It is small relative to other,images/dog-parade-chihuahua.png,13,NA,NA,NA,No,2,dogs1,linda,NA,NA,1,yes,"You and your friend see another  chihuahua (not pictured), and your friend says: <br/><b>That's a small chihuahua.</b>",prenominal,NA,35,chihuahuas,NA,1,NA,NA,graduated_high_school,small,NA,English,male,NA,NA,You and your friend see the following:,1,1570714678222,NA,NA,1,NA,NA,NA,congr,custom_main_text1
550,What do you think your friend meant?,NA,It is small relative to other,images/tree-parade-basic.png,13,NA,NA,NA,No,2,trees,linda,NA,NA,0,yes,"You and your friend see another  bonsai (not pictured), and your friend says: <br/><b>That's a small bonsai.</b>",prenominal,NA,35,bonsai's,NA,1,NA,NA,graduated_high_school,small,NA,English,male,NA,NA,You and your friend see the following:,2,1570714678222,NA,NA,1,NA,NA,NA,basic,custom_main_text1
550,Please rephrase your friend's comment.,NA,It is big relative to other,images/fish-parade-basic.png,13,NA,NA,NA,No,2,fish,linda,NA,NA,0,yes,"You and your friend see another  swordfish (not pictured), and your friend says: <br/><b>That's a big fish.</b>",prenominal,NA,35,fish,NA,0,NA,NA,graduated_high_school,big,NA,English,male,NA,NA,You and your friend see the following:,3,1570714678222,NA,NA,1,NA,NA,NA,basic,custom_main_text1
550,NA,hummingbird,NA,NA,13,warmup/eagle.jpg,hummingbird,This is a,No,2,birds,linda,NA,eagle,NA,yes,Please label the pictures below.,NA,NA,35,NA,NA,NA,warmup/colibri.jpg,birds,graduated_high_school,NA,NA,English,male,NA,birds,NA,1,1570714678222,1,This is an,1,These are both,eagle,NA,NA,warmup2
550,NA,pug,NA,NA,13,warmup/great-dane.jpg,pug,This is a,No,2,dogs,linda,NA,great dane,NA,yes,Please label the pictures below.,NA,NA,35,NA,NA,NA,warmup/pug.jpg,dogs,graduated_high_school,NA,NA,English,male,NA,dogs,NA,2,1570714678222,1,This is a,1,These are both,great dane,NA,NA,warmup2
550,NA,dandelion,NA,NA,13,warmup/sunflower.png,dandelion,This is a,No,2,flowers,linda,NA,sunflower,NA,yes,Please label the pictures below.,NA,NA,35,NA,NA,NA,warmup/dandelion.jpg,flowers,graduated_high_school,NA,NA,English,male,NA,flowers,NA,3,1570714678222,1,This is a,1,These are both,sunflower,NA,NA,warmup2
550,What do you think your friend meant?,NA,It is big relative to other,images/flower-parade-basic.png,13,NA,NA,NA,No,2,flowers,linda,NA,NA,0,yes,"You and your friend see another  sunflower (not pictured), and your friend says: <br/><b>That's a big one.</b>",prenominal,NA,35,sunflowers,NA,2,NA,NA,graduated_high_school,big,NA,English,male,NA,NA,You and your friend see the following:,1,1570714678222,NA,NA,1,NA,NA,NA,basic,custom_main_text2
550,What do you think your friend meant?,NA,It is small relative to other,images/bird-parade-hummingbird.png,13,NA,NA,NA,No,2,birds,linda,NA,NA,1,yes,"You and your friend see another  hummingbird (not pictured), and your friend says: <br/><b>That's a small bird.</b>",prenominal,NA,35,hummingbirds,NA,0,NA,NA,graduated_high_school,small,NA,English,male,NA,NA,You and your friend see the following:,2,1570714678222,NA,NA,1,NA,NA,NA,congr,custom_main_text2
550,What do you think your friend meant?,NA,It is big relative to other,images/dog-parade-great-dane.png,13,NA,NA,NA,No,2,dogs2,linda,NA,NA,1,yes,"You and your friend see another  great dane (not pictured), and your friend says: <br/><b>That's a big one.</b>",prenominal,NA,35,dogs,NA,2,NA,NA,graduated_high_school,big,NA,English,male,NA,NA,You and your friend see the following:,3,1570714678222,NA,NA,1,NA,NA,NA,congr,custom_main_text2
549,<i>What do you think Speaker A meant? </i>,NA,The Empire State Building is tall relative to other,NA,13,NA,NA,NA,No,1,NA,barbara,1,NA,NA,yes,NA,NA,"<b> Speaker A: ""The Empire State Building is tall.""</b>",31,buildings,N/A,NA,NA,NA,some_college,NA,comp_class_warmup,English,male,NA,NA,In the main trials you will be asked to rephrase something a person said. The utterance will contain a word that is <i>relative</i> and your task is to figure out what it is relative to. <br /> <br /> For example: <br /><br />,1,1570714766370,1,NA,1,NA,NA,"buildings, scyscrapers, houses, constructions (choose one)",NA,comp_class_warmup
549,NA,tree,NA,NA,13,warmup/bonsai.jpg,redwood or sequoia (choose one),This is a,No,1,trees,barbara,NA,bonsai,NA,yes,Please label the pictures below.,NA,NA,31,NA,N/A,NA,warmup/sequoia.png,trees,some_college,NA,NA,English,male,NA,trees,NA,1,1570714766370,1,This is a,1,These are both,bonsai tree,NA,NA,warmup1
549,NA,redwood,NA,NA,13,warmup/bonsai.jpg,redwood or sequoia (choose one),This is a,No,1,trees,barbara,NA,bonsai,NA,yes,Please label the pictures below.,NA,NA,31,NA,N/A,NA,warmup/sequoia.png,trees,some_college,NA,NA,English,male,NA,trees,NA,1,1570714766370,2,This is a,1,These are both,bonsai,NA,NA,warmup1
549,NA,Swordfish,NA,NA,13,warmup/goldfish.png,swordfish,This is a,No,1,fish,barbara,NA,goldfish,NA,yes,Please label the pictures below.,NA,NA,31,NA,N/A,NA,warmup/swordfish.jpg,fish,some_college,NA,NA,English,male,NA,fish,NA,2,1570714766370,1,This is a,1,These are both,goldfish,NA,NA,warmup1
549,NA,puppy,NA,NA,13,warmup/doberman.png,chihuahua,This is a,No,1,dogs,barbara,NA,doberman,NA,yes,Please label the pictures below.,NA,NA,31,NA,N/A,NA,warmup/chihuahua.jpg,dogs,some_college,NA,NA,English,male,NA,dogs,NA,3,1570714766370,1,This is a,1,These are both,doberman,NA,NA,warmup1
549,NA,chihuahua,NA,NA,13,warmup/doberman.png,chihuahua,This is a,No,1,dogs,barbara,NA,doberman,NA,yes,Please label the pictures below.,NA,NA,31,NA,N/A,NA,warmup/chihuahua.jpg,dogs,some_college,NA,NA,English,male,NA,dogs,NA,3,1570714766370,2,This is a,1,These are both,doberman,NA,NA,warmup1
549,What do you think your friend meant?,NA,It is big relative to other,images/tree-parade-basic.png,13,NA,NA,NA,No,1,trees,barbara,NA,NA,0,yes,"You and your friend see another  redwood (not pictured), and your friend says: <br/><b>That's a big tree.</b>",prenominal,NA,31,trees,N/A,0,NA,NA,some_college,big,NA,English,male,NA,NA,You and your friend see the following:,1,1570714766370,NA,NA,1,NA,NA,NA,basic,custom_main_text1
549,What do you think your friend meant?,NA,It is small relative to other,images/dog-parade-basic.png,13,NA,NA,NA,No,1,dogs1,barbara,NA,NA,0,yes,"You and your friend see another  chihuahua (not pictured), and your friend says: <br/><b>That's a small one.</b>",prenominal,NA,31,dobermans,N/A,2,NA,NA,some_college,small,NA,English,male,NA,NA,You and your friend see the following:,2,1570714766370,NA,NA,1,NA,NA,NA,basic,custom_main_text1
549,Please rephrase your friend's comment.,NA,It is big relative to other,images/fish-parade-swordfish.png,13,NA,NA,NA,No,1,fish,barbara,NA,NA,1,yes,"You and your friend see another  swordfish (not pictured), and your friend says: <br/><b>That's a big one.</b>",prenominal,NA,31,swordfish,N/A,2,NA,NA,some_college,big,NA,English,male,NA,NA,You and your friend see the following:,3,1570714766370,NA,NA,1,NA,NA,NA,congr,custom_main_text1
549,NA,daisy,NA,NA,13,warmup/sunflower.png,dandelion,This is a,No,1,flowers,barbara,NA,sunflower,NA,yes,Please label the pictures below.,NA,NA,31,NA,N/A,NA,warmup/dandelion.jpg,flowers,some_college,NA,NA,English,male,NA,flowers,NA,1,1570714766370,1,This is a,1,These are both,sunflower,NA,NA,warmup2
549,NA,dandelion,NA,NA,13,warmup/sunflower.png,dandelion,This is a,No,1,flowers,barbara,NA,sunflower,NA,yes,Please label the pictures below.,NA,NA,31,NA,N/A,NA,warmup/dandelion.jpg,flowers,some_college,NA,NA,English,male,NA,flowers,NA,1,1570714766370,2,This is a,1,These are both,sunflower,NA,NA,warmup2
549,NA,pug,NA,NA,13,warmup/great-dane.jpg,pug,This is a,No,1,dogs,barbara,NA,great dane,NA,yes,Please label the pictures below.,NA,NA,31,NA,N/A,NA,warmup/pug.jpg,dogs,some_college,NA,NA,English,male,NA,dogs,NA,2,1570714766370,1,This is a,1,These are both,dog,NA,NA,warmup2
549,NA,pug,NA,NA,13,warmup/great-dane.jpg,pug,This is a,No,1,dogs,barbara,NA,great dane,NA,yes,Please label the pictures below.,NA,NA,31,NA,N/A,NA,warmup/pug.jpg,dogs,some_college,NA,NA,English,male,NA,dogs,NA,2,1570714766370,2,This is a,1,These are both,great dane,NA,NA,warmup2
549,NA,hummingbird,NA,NA,13,warmup/eagle.jpg,hummingbird,This is a,No,1,birds,barbara,NA,eagle,NA,yes,Please label the pictures below.,NA,NA,31,NA,N/A,NA,warmup/colibri.jpg,birds,some_college,NA,NA,English,male,NA,birds,NA,3,1570714766370,1,This is an,1,These are both,eagle,NA,NA,warmup2
549,What do you think your friend meant?,NA,It is small relative to other,images/bird-parade-hummingbird.png,13,NA,NA,NA,No,1,birds,barbara,NA,NA,1,yes,"You and your friend see another  hummingbird (not pictured), and your friend says: <br/><b>That's a small hummingbird.</b>",prenominal,NA,31,hummingbirds,N/A,1,NA,NA,some_college,small,NA,English,male,NA,NA,You and your friend see the following:,1,1570714766370,NA,NA,1,NA,NA,NA,congr,custom_main_text2
549,What do you think your friend meant?,NA,It is small relative to other,images/flower-parade-dandelion.png,13,NA,NA,NA,No,1,flowers,barbara,NA,NA,1,yes,"You and your friend see another  dandelion (not pictured), and your friend says: <br/><b>That's a small dandelion.</b>",prenominal,NA,31,dandelions,N/A,1,NA,NA,some_college,small,NA,English,male,NA,NA,You and your friend see the following:,2,1570714766370,NA,NA,1,NA,NA,NA,congr,custom_main_text2
549,What do you think your friend meant?,NA,It is big relative to other,images/dog-parade-basic2.png,13,NA,NA,NA,No,1,dogs2,barbara,NA,NA,0,yes,"You and your friend see another  great dane (not pictured), and your friend says: <br/><b>That's a big dog.</b>",prenominal,NA,31,great danes,N/A,0,NA,NA,some_college,big,NA,English,male,NA,NA,You and your friend see the following:,3,1570714766370,NA,NA,1,NA,NA,NA,basic,custom_main_text2
548,<i>What do you think Speaker A meant? </i>,NA,The Empire State Building is tall relative to other,NA,13,NA,NA,NA,"No glitches. Only issue (very very minor) was that I added punctuation (a period at the end) along with a correct answer as though I were writing an actual sentence and when I did, it said I needed to correct it. I intuitively thought to remove the period, but some might not. I don't remember seeing anywhere that said not to add the period, but it might be a good idea to note that clearly if you think people may get frustrated and wonder why their correct answer isn't ""taking.""",2,NA,Barbara,1,NA,NA,yes,NA,NA,"<b> Speaker A: ""The Empire State Building is tall.""</b>",48,buildings.,"Interesting study. I hadn't thought about it, but the way the question was worded (i.e. ""That's a big dog"" vs ""That's a big one"") affects how I view what the comment is relative too. Cool!",NA,NA,NA,graduated_high_school,NA,comp_class_warmup,English,female,NA,NA,In the main trials you will be asked to rephrase something a person said. The utterance will contain a word that is <i>relative</i> and your task is to figure out what it is relative to. <br /> <br /> For example: <br /><br />,1,1570714443508,1,NA,1,NA,NA,"buildings, scyscrapers, houses, constructions (choose one)",NA,comp_class_warmup
548,<i>What do you think Speaker A meant? </i>,NA,The Empire State Building is tall relative to other,NA,13,NA,NA,NA,"No glitches. Only issue (very very minor) was that I added punctuation (a period at the end) along with a correct answer as though I were writing an actual sentence and when I did, it said I needed to correct it. I intuitively thought to remove the period, but some might not. I don't remember seeing anywhere that said not to add the period, but it might be a good idea to note that clearly if you think people may get frustrated and wonder why their correct answer isn't ""taking.""",2,NA,Barbara,1,NA,NA,yes,NA,NA,"<b> Speaker A: ""The Empire State Building is tall.""</b>",48,buildings.,"Interesting study. I hadn't thought about it, but the way the question was worded (i.e. ""That's a big dog"" vs ""That's a big one"") affects how I view what the comment is relative too. Cool!",NA,NA,NA,graduated_high_school,NA,comp_class_warmup,English,female,NA,NA,In the main trials you will be asked to rephrase something a person said. The utterance will contain a word that is <i>relative</i> and your task is to figure out what it is relative to. <br /> <br /> For example: <br /><br />,1,1570714443508,2,NA,1,NA,NA,"buildings, scyscrapers, houses, constructions (choose one)",NA,comp_class_warmup
548,<i>What do you think Speaker A meant? </i>,NA,The Empire State Building is tall relative to other,NA,13,NA,NA,NA,"No glitches. Only issue (very very minor) was that I added punctuation (a period at the end) along with a correct answer as though I were writing an actual sentence and when I did, it said I needed to correct it. I intuitively thought to remove the period, but some might not. I don't remember seeing anywhere that said not to add the period, but it might be a good idea to note that clearly if you think people may get frustrated and wonder why their correct answer isn't ""taking.""",2,NA,Barbara,1,NA,NA,yes,NA,NA,"<b> Speaker A: ""The Empire State Building is tall.""</b>",48,buildings,"Interesting study. I hadn't thought about it, but the way the question was worded (i.e. ""That's a big dog"" vs ""That's a big one"") affects how I view what the comment is relative too. Cool!",NA,NA,NA,graduated_high_school,NA,comp_class_warmup,English,female,NA,NA,In the main trials you will be asked to rephrase something a person said. The utterance will contain a word that is <i>relative</i> and your task is to figure out what it is relative to. <br /> <br /> For example: <br /><br />,1,1570714443508,3,NA,1,NA,NA,"buildings, scyscrapers, houses, constructions (choose one)",NA,comp_class_warmup
548,NA,chihuahua,NA,NA,13,warmup/doberman.png,chihuahua,This is a,"No glitches. Only issue (very very minor) was that I added punctuation (a period at the end) along with a correct answer as though I were writing an actual sentence and when I did, it said I needed to correct it. I intuitively thought to remove the period, but some might not. I don't remember seeing anywhere that said not to add the period, but it might be a good idea to note that clearly if you think people may get frustrated and wonder why their correct answer isn't ""taking.""",2,dogs,Barbara,NA,doberman,NA,yes,Please label the pictures below.,NA,NA,48,NA,"Interesting study. I hadn't thought about it, but the way the question was worded (i.e. ""That's a big dog"" vs ""That's a big one"") affects how I view what the comment is relative too. Cool!",NA,warmup/chihuahua.jpg,dogs,graduated_high_school,NA,NA,English,female,NA,dogs,NA,1,1570714443508,1,This is a,1,These are both,doberman,NA,NA,warmup1
548,NA,hummingbird,NA,NA,13,warmup/eagle.jpg,hummingbird,This is a,"No glitches. Only issue (very very minor) was that I added punctuation (a period at the end) along with a correct answer as though I were writing an actual sentence and when I did, it said I needed to correct it. I intuitively thought to remove the period, but some might not. I don't remember seeing anywhere that said not to add the period, but it might be a good idea to note that clearly if you think people may get frustrated and wonder why their correct answer isn't ""taking.""",2,birds,Barbara,NA,eagle,NA,yes,Please label the pictures below.,NA,NA,48,NA,"Interesting study. I hadn't thought about it, but the way the question was worded (i.e. ""That's a big dog"" vs ""That's a big one"") affects how I view what the comment is relative too. Cool!",NA,warmup/colibri.jpg,birds,graduated_high_school,NA,NA,English,female,NA,birds,NA,2,1570714443508,1,This is an,1,These are both,eagle,NA,NA,warmup1
548,NA,dandelion,NA,NA,13,warmup/sunflower.png,dandelion,This is a,"No glitches. Only issue (very very minor) was that I added punctuation (a period at the end) along with a correct answer as though I were writing an actual sentence and when I did, it said I needed to correct it. I intuitively thought to remove the period, but some might not. I don't remember seeing anywhere that said not to add the period, but it might be a good idea to note that clearly if you think people may get frustrated and wonder why their correct answer isn't ""taking.""",2,flowers,Barbara,NA,sunflower,NA,yes,Please label the pictures below.,NA,NA,48,NA,"Interesting study. I hadn't thought about it, but the way the question was worded (i.e. ""That's a big dog"" vs ""That's a big one"") affects how I view what the comment is relative too. Cool!",NA,warmup/dandelion.jpg,flowers,graduated_high_school,NA,NA,English,female,NA,flowers,NA,3,1570714443508,1,This is a,1,These are both,sunflower,NA,NA,warmup1
548,What do you think your friend meant?,NA,It is small relative to other,images/bird-parade-hummingbird.png,13,NA,NA,NA,"No glitches. Only issue (very very minor) was that I added punctuation (a period at the end) along with a correct answer as though I were writing an actual sentence and when I did, it said I needed to correct it. I intuitively thought to remove the period, but some might not. I don't remember seeing anywhere that said not to add the period, but it might be a good idea to note that clearly if you think people may get frustrated and wonder why their correct answer isn't ""taking.""",2,birds,Barbara,NA,NA,1,yes,"You and your friend see another  hummingbird (not pictured), and your friend says: <br/><b>That's a small bird.</b>",prenominal,NA,48,birds,"Interesting study. I hadn't thought about it, but the way the question was worded (i.e. ""That's a big dog"" vs ""That's a big one"") affects how I view what the comment is relative too. Cool!",0,NA,NA,graduated_high_school,small,NA,English,female,NA,NA,You and your friend see the following:,1,1570714443508,NA,NA,1,NA,NA,NA,congr,custom_main_text1
548,What do you think your friend meant?,NA,It is big relative to other,images/flower-parade-basic.png,13,NA,NA,NA,"No glitches. Only issue (very very minor) was that I added punctuation (a period at the end) along with a correct answer as though I were writing an actual sentence and when I did, it said I needed to correct it. I intuitively thought to remove the period, but some might not. I don't remember seeing anywhere that said not to add the period, but it might be a good idea to note that clearly if you think people may get frustrated and wonder why their correct answer isn't ""taking.""",2,flowers,Barbara,NA,NA,0,yes,"You and your friend see another  sunflower (not pictured), and your friend says: <br/><b>That's a big one.</b>",prenominal,NA,48,sunflowers,"Interesting study. I hadn't thought about it, but the way the question was worded (i.e. ""That's a big dog"" vs ""That's a big one"") affects how I view what the comment is relative too. Cool!",2,NA,NA,graduated_high_school,big,NA,English,female,NA,NA,You and your friend see the following:,2,1570714443508,NA,NA,1,NA,NA,NA,basic,custom_main_text1
