submission_id,question,response1,target_picture,context_picture,experiment_id,picture2,correct1,trial_type,question1,problems,enjoyment,item,botresponse,trials,correct2,understand,text,sentence,syntax,ref_np,target,age,response,comments,picture1,response3,education,target_size,name,languages,sex,RT,correct3,context,trial_number,startTime,attempts,paraphrase,question3,fairprice,question2,response2,correct,adj_cond,trial_name,adj,utterance
2325,What do you think your friend is saying it is small relative to?,NA,images/chihuahua.png,images/dog-parade-basic.png,35,NA,NA,critical,NA,no,2,dogs1,barbara,NA,NA,yes,Your friend goes ahead of you. You see your friend in the distance:,NA,subj,service-animal,chihuahua,22,chihuahuas,NA,NA,NA,graduated_high_school,small,NA,english,female,10734,NA,You and your friend are at an animal training ground and you see the following:,3,1607628171616,NA,It is small relative to other,NA,0.5,NA,NA,NA,congruent,custom_main_text2,small,Your friend says: <br/><b>That small chihuahua is a service-animal.</b>
2325,What do you think your friend is saying it is small relative to?,NA,images/pug_filler.png,images/dog-parade-basic2_filler.png,35,NA,NA,filler,NA,no,2,dogs2,barbara,NA,NA,yes,Your friend goes ahead of you. You see your friend in the distance:,NA,subj,prize-winner,pug,22,pugs,NA,NA,NA,graduated_high_school,small,NA,english,female,7012,NA,You and your friend see the following:,4,1607628171616,NA,It is small relative to other,NA,0.5,NA,NA,NA,congruent,custom_main_text2,small,Your friend says: <br/><b>That pug is small.</b>
2329,NA,sunflower,NA,NA,35,warmup/dandelion2.png,sunflower,NA,This is a,No.,2,flowers,mary,NA,dandelion,yes,Please label the pictures below.,NA,NA,NA,NA,22,NA,No comments.,warmup/sunflower2.png,flowers,graduated_college,NA,NA,English,male,NA,flowers,NA,1,1607629162416,1,NA,This is a,1.25,These are both,dandelion,NA,NA,warmup1,NA,NA
2329,NA,clownfish,NA,NA,35,warmup/tuna2.png,clownfish,NA,This is a,No.,2,fish,mary,NA,tuna,yes,Please label the pictures below.,NA,NA,NA,NA,22,NA,No comments.,warmup/clownfish2.png,fish,graduated_college,NA,NA,English,male,NA,fish,NA,2,1607629162416,1,NA,This is a,1.25,These are both,tuna,NA,NA,warmup1,NA,NA
2329,<i>What do you think Speaker A meant? </i>,NA,NA,NA,35,NA,NA,NA,NA,No.,2,NA,mary,1,NA,yes,NA,"<b> Speaker A: ""The Empire State Building is tall.""</b>",NA,NA,NA,22,buildings,No comments.,NA,NA,graduated_college,NA,comp_class_warmup,English,male,NA,NA,In the main trials you will be asked to rephrase something a person said. The utterance will contain a word that is <i>relative</i> and your task is to figure out what it is relative to. <br /> <br /> For example: <br />,1,1607629162416,1,The Empire State Building is tall relative to other,NA,1.25,NA,NA,"buildings, skyscrapers, houses, constructions (choose one)",NA,comp_class_warmup,NA,NA
2329,What do you think your friend is saying it is small relative to?,NA,images/dandelion_filler.png,images/flower-parade-basic_filler.png,35,NA,NA,filler,NA,No.,2,flowers,mary,NA,NA,yes,Your friend goes ahead of you. You see your friend in the distance:,NA,pred,gift,dandelion,22,dandelions,No comments.,NA,NA,graduated_college,small,NA,English,male,13527,NA,You and your friend see the following:,1,1607629162416,NA,It is small relative to other,NA,1.25,NA,NA,NA,congruent,custom_main_text1,small,Your friend says: <br/><b>That's a small dandelion.</b>
2329,What do you think your friend is saying it is big relative to?,NA,images/sunflower.png,images/flower-parade-basic.png,35,NA,NA,critical,NA,No.,2,flowers,mary,NA,NA,yes,Your friend goes ahead of you. You see your friend in the distance:,NA,subj,gift,sunflower,22,potted plants,No comments.,NA,NA,graduated_college,big,NA,English,male,15432,NA,You and your friend are at a garden store and you see the following:,2,1607629162416,NA,It is big relative to other,NA,1.25,NA,NA,NA,congruent,custom_main_text1,big,Your friend says: <br/><b>That big sunflower is a gift.</b>
2329,What do you think your friend is saying it is big relative to?,NA,images/tuna_filler.png,images/fish-parade-basic_filler.png,35,NA,NA,filler,NA,No.,2,fish,mary,NA,NA,yes,Your friend goes ahead of you. You see your friend in the distance:,NA,subj,rescue,tuna,22,fish,No comments.,NA,NA,graduated_college,big,NA,English,male,10871,NA,You and your friend see the following:,3,1607629162416,NA,It is big relative to other,NA,1.25,NA,NA,NA,congruent,custom_main_text1,big,Your friend says: <br/><b>That tuna is big.</b>
2329,What do you think your friend is saying it is small relative to?,NA,images/clownfish_net.png,images/fish-parade-basic.png,35,NA,NA,critical,NA,No.,2,fish,mary,NA,NA,yes,Your friend goes ahead of you. You see your friend in the distance:,NA,pred,rescue,clownfish,22,fish,No comments.,NA,NA,graduated_college,small,NA,English,male,11033,NA,You visit your friend who works as a marine biologist and you see the following:,4,1607629162416,NA,It is small relative to other,NA,1.25,NA,NA,NA,congruent,custom_main_text1,small,Your friend says: <br/><b>That rescue is a small clownfish.</b>
2329,NA,bonsai,NA,NA,35,warmup/redwood2.png,bonsai,NA,This is a,No.,2,trees,mary,NA,redwood or sequoia (choose one),yes,Please label the pictures below.,NA,NA,NA,NA,22,NA,No comments.,warmup/bonsai2.png,trees,graduated_college,NA,NA,English,male,NA,trees,NA,1,1607629162416,1,NA,This is a,1.25,These are both,redwood,NA,NA,warmup2,NA,NA
2329,NA,doberman,NA,NA,35,warmup/chihuahua2.png,doberman,NA,This is a,No.,2,dogs1,mary,NA,chihuahua,yes,Please label the pictures below.,NA,NA,NA,NA,22,NA,No comments.,warmup/doberman2.png,dogs,graduated_college,NA,NA,English,male,NA,dogs,NA,2,1607629162416,1,NA,This is a,1.25,These are both,chihuahua,NA,NA,warmup2,NA,NA
2329,What do you think your friend is saying it is small relative to?,NA,images/chihuahua_filler.png,images/dog-parade-basic_filler.png,35,NA,NA,filler,NA,No.,2,dogs1,mary,NA,NA,yes,Your friend goes ahead of you. You see your friend in the distance:,NA,subj,service-animal,chihuahua,22,dogs,No comments.,NA,NA,graduated_college,small,NA,English,male,6849,NA,You and your friend see the following:,1,1607629162416,NA,It is small relative to other,NA,1.25,NA,NA,NA,congruent,custom_main_text2,small,Your friend says: <br/><b>That chihuahua is small.</b>
2329,What do you think your friend is saying it is small relative to?,NA,images/bonsai_stick.png,images/tree-parade-basic.png,35,NA,NA,critical,NA,No.,2,trees,mary,NA,NA,yes,Your friend goes ahead of you. You see your friend in the distance:,NA,subj,landmark,bonsai,22,trees,No comments.,NA,NA,graduated_college,small,NA,English,male,17408,NA,You and your friend walk to your friend's cabin in a park for the first time. You want to memorize the path and you see the following:,2,1607629162416,NA,It is small relative to other,NA,1.25,NA,NA,NA,congruent,custom_main_text2,small,Your friend says: <br/><b>That small bonsai is a landmark.</b>
2329,What do you think your friend is saying it is big relative to?,NA,images/doberman.png,images/dog-parade-basic.png,35,NA,NA,critical,NA,No.,2,dogs1,mary,NA,NA,yes,Your friend goes ahead of you. You see your friend in the distance:,NA,pred,service-animal,doberman,22,doberman,No comments.,NA,NA,graduated_college,big,NA,English,male,14623,NA,You and your friend are at an animal training ground and you see the following:,3,1607629162416,NA,It is big relative to other,NA,1.25,NA,NA,NA,congruent,custom_main_text2,big,Your friend says: <br/><b>That service-animal is a big doberman.</b>
2329,What do you think your friend is saying it is big relative to?,NA,images/redwood_filler.png,images/tree-parade-basic_filler.png,35,NA,NA,filler,NA,No.,2,trees,mary,NA,NA,yes,Your friend goes ahead of you. You see your friend in the distance:,NA,pred,landmark,redwood,22,trees,No comments.,NA,NA,graduated_college,big,NA,English,male,6361,NA,You and your friend see the following:,4,1607629162416,NA,It is big relative to other,NA,1.25,NA,NA,NA,congruent,custom_main_text2,big,Your friend says: <br/><b>That's a big redwood.</b>
2330,NA,dubarman,NA,NA,35,warmup/chihuahua2.png,doberman,NA,This is a,No,2,dogs1,margaret,NA,chihuahua,yes,Please label the pictures below.,NA,NA,NA,NA,48,NA,Great,warmup/doberman2.png,dog,graduated_college,NA,NA,English,male,NA,dogs,NA,1,1607628233729,1,NA,This is a,100,These are both,chihua,NA,NA,warmup1,NA,NA
2330,NA,doberman,NA,NA,35,warmup/chihuahua2.png,doberman,NA,This is a,No,2,dogs1,margaret,NA,chihuahua,yes,Please label the pictures below.,NA,NA,NA,NA,48,NA,Great,warmup/doberman2.png,dog,graduated_college,NA,NA,English,male,NA,dogs,NA,1,1607628233729,2,NA,This is a,100,These are both,chihuahua,NA,NA,warmup1,NA,NA
2330,NA,sunflower,NA,NA,35,warmup/dandelion2.png,sunflower,NA,This is a,No,2,flowers,margaret,NA,dandelion,yes,Please label the pictures below.,NA,NA,NA,NA,48,NA,Great,warmup/sunflower2.png,flower,graduated_college,NA,NA,English,male,NA,flowers,NA,2,1607628233729,1,NA,This is a,100,These are both,dandelion,NA,NA,warmup1,NA,NA
2330,<i>What do you think Speaker A meant? </i>,NA,NA,NA,35,NA,NA,NA,NA,No,2,NA,margaret,1,NA,yes,NA,"<b> Speaker A: ""The Empire State Building is tall.""</b>",NA,NA,NA,48,The Empire State Building is tall,Great,NA,NA,graduated_college,NA,comp_class_warmup,English,male,NA,NA,In the main trials you will be asked to rephrase something a person said. The utterance will contain a word that is <i>relative</i> and your task is to figure out what it is relative to. <br /> <br /> For example: <br />,1,1607628233729,1,The Empire State Building is tall relative to other,NA,100,NA,NA,"buildings, skyscrapers, houses, constructions (choose one)",NA,comp_class_warmup,NA,NA
2330,<i>What do you think Speaker A meant? </i>,NA,NA,NA,35,NA,NA,NA,NA,No,2,NA,margaret,1,NA,yes,NA,"<b> Speaker A: ""The Empire State Building is tall.""</b>",NA,NA,NA,48,skyscrapers,Great,NA,NA,graduated_college,NA,comp_class_warmup,English,male,NA,NA,In the main trials you will be asked to rephrase something a person said. The utterance will contain a word that is <i>relative</i> and your task is to figure out what it is relative to. <br /> <br /> For example: <br />,1,1607628233729,2,The Empire State Building is tall relative to other,NA,100,NA,NA,"buildings, skyscrapers, houses, constructions (choose one)",NA,comp_class_warmup,NA,NA
2330,What do you think your friend is saying it is big relative to?,NA,images/doberman_filler.png,images/dog-parade-basic_filler.png,35,NA,NA,filler,NA,No,2,dogs1,margaret,NA,NA,yes,Your friend goes ahead of you. You see your friend in the distance:,NA,pred,service-animal,doberman,48,doberman,Great,NA,NA,graduated_college,big,NA,English,male,14297,NA,You and your friend see the following:,1,1607628233729,NA,It is big relative to other,NA,100,NA,NA,NA,congruent,custom_main_text1,big,Your friend says: <br/><b>That's a big doberman.</b>
2330,What do you think your friend is saying it is big relative to?,NA,images/sunflower.png,images/flower-parade-basic.png,35,NA,NA,critical,NA,No,2,flowers,margaret,NA,NA,yes,Your friend goes ahead of you. You see your friend in the distance:,NA,pred,gift,sunflower,48,doberman,Great,NA,NA,graduated_college,big,NA,English,male,9551,NA,You and your friend are at a garden store and you see the following:,2,1607628233729,NA,It is big relative to other,NA,100,NA,NA,NA,congruent,custom_main_text1,big,Your friend says: <br/><b>That gift is a big sunflower.</b>
2330,What do you think your friend is saying it is small relative to?,NA,images/chihuahua.png,images/dog-parade-basic.png,35,NA,NA,critical,NA,No,2,dogs1,margaret,NA,NA,yes,Your friend goes ahead of you. You see your friend in the distance:,NA,subj,service-animal,chihuahua,48,chihuahua,Great,NA,NA,graduated_college,small,NA,English,male,50504,NA,You and your friend are at an animal training ground and you see the following:,3,1607628233729,NA,It is small relative to other,NA,100,NA,NA,NA,congruent,custom_main_text1,small,Your friend says: <br/><b>That small chihuahua is a service-animal.</b>
2330,What do you think your friend is saying it is small relative to?,NA,images/dandelion_filler.png,images/flower-parade-basic_filler.png,35,NA,NA,filler,NA,No,2,flowers,margaret,NA,NA,yes,Your friend goes ahead of you. You see your friend in the distance:,NA,subj,gift,dandelion,48,dandelion,Great,NA,NA,graduated_college,small,NA,English,male,17760,NA,You and your friend see the following:,4,1607628233729,NA,It is small relative to other,NA,100,NA,NA,NA,congruent,custom_main_text1,small,Your friend says: <br/><b>That dandelion is small.</b>
2330,NA,stripmall,NA,NA,35,warmup/skyscraper2.png,stripmall,NA,This is a,No,2,buildings,margaret,NA,skyscraper,yes,Please label the pictures below.,NA,NA,NA,NA,48,NA,Great,warmup/stripmall2.png,building,graduated_college,NA,NA,English,male,NA,buildings,NA,1,1607628233729,1,NA,This is a,100,These are both,skyscraper,NA,NA,warmup2,NA,NA
2330,NA,pug,NA,NA,35,warmup/great-dane2.png,pug,NA,This is a,No,2,dogs2,margaret,NA,great dane,yes,Please label the pictures below.,NA,NA,NA,NA,48,NA,Great,warmup/pug2.png,dogs,graduated_college,NA,NA,English,male,NA,dogs,NA,2,1607628233729,1,NA,This is a,100,These are both,dane,NA,NA,warmup2,NA,NA
2330,NA,pug,NA,NA,35,warmup/great-dane2.png,pug,NA,This is a,No,2,dogs2,margaret,NA,great dane,yes,Please label the pictures below.,NA,NA,NA,NA,48,NA,Great,warmup/pug2.png,dogs,graduated_college,NA,NA,English,male,NA,dogs,NA,2,1607628233729,2,NA,This is a,100,These are both,dane,NA,NA,warmup2,NA,NA
2330,NA,pug,NA,NA,35,warmup/great-dane2.png,pug,NA,This is a,No,2,dogs2,margaret,NA,great dane,yes,Please label the pictures below.,NA,NA,NA,NA,48,NA,Great,warmup/pug2.png,dogs,graduated_college,NA,NA,English,male,NA,dogs,NA,2,1607628233729,3,NA,This is a,100,These are both,dane,NA,NA,warmup2,NA,NA
2330,NA,pug,NA,NA,35,warmup/great-dane2.png,pug,NA,This is a,No,2,dogs2,margaret,NA,great dane,yes,Please label the pictures below.,NA,NA,NA,NA,48,NA,Great,warmup/pug2.png,NA,graduated_college,NA,NA,English,male,NA,dogs,NA,2,1607628233729,4,NA,This is a,100,These are both,dane,NA,NA,warmup2,NA,NA
2330,NA,pug,NA,NA,35,warmup/great-dane2.png,pug,NA,This is a,No,2,dogs2,margaret,NA,great dane,yes,Please label the pictures below.,NA,NA,NA,NA,48,NA,Great,warmup/pug2.png,NA,graduated_college,NA,NA,English,male,NA,dogs,NA,2,1607628233729,5,NA,This is a,100,These are both,dane,NA,NA,warmup2,NA,NA
2330,NA,pug,NA,NA,35,warmup/great-dane2.png,pug,NA,This is a,No,2,dogs2,margaret,NA,great dane,yes,Please label the pictures below.,NA,NA,NA,NA,48,NA,Great,warmup/pug2.png,dogs,graduated_college,NA,NA,English,male,NA,dogs,NA,2,1607628233729,6,NA,This is a,100,These are both,great dane,NA,NA,warmup2,NA,NA
2330,What do you think your friend is saying it is big relative to?,NA,images/skyscraper-landmark-filler.png,images/buildings-parade-basic_filler.png,35,NA,NA,filler,NA,No,2,buildings,margaret,NA,NA,yes,Your friend goes ahead of you. You see your friend in the distance:,NA,subj,landmark,skyscraper,48,skyscraper,Great,NA,NA,graduated_college,big,NA,English,male,38272,NA,You and your friend see the following:,1,1607628233729,NA,It is big relative to other,NA,100,NA,NA,NA,congruent,custom_main_text2,big,Your friend says: <br/><b>That skyscraper is big.</b>
2330,What do you think your friend is saying it is small relative to?,NA,images/pug_filler.png,images/dog-parade-basic2_filler.png,35,NA,NA,filler,NA,No,2,dogs2,margaret,NA,NA,yes,Your friend goes ahead of you. You see your friend in the distance:,NA,pred,prize-winner,pug,48,pug,Great,NA,NA,graduated_college,small,NA,English,male,8496,NA,You and your friend see the following:,2,1607628233729,NA,It is small relative to other,NA,100,NA,NA,NA,congruent,custom_main_text2,small,Your friend says: <br/><b>That's a small pug.</b>
2330,What do you think your friend is saying it is big relative to?,NA,images/great-dane.png,images/dog-parade-basic2.png,35,NA,NA,critical,NA,No,2,dogs2,margaret,NA,NA,yes,Your friend goes ahead of you. You see your friend in the distance:,NA,subj,prize-winner,Great Dane,48,Great Dane,Great,NA,NA,graduated_college,big,NA,English,male,47455,NA,You and your friend are at a pet show and you see the following:,3,1607628233729,NA,It is big relative to other,NA,100,NA,NA,NA,congruent,custom_main_text2,big,Your friend says: <br/><b>That big Great Dane is a prize-winner.</b>
2330,What do you think your friend is saying it is small relative to?,NA,images/stripmall-landmark.png,images/buildings-parade-basic.png,35,NA,NA,critical,NA,No,2,buildings,margaret,NA,NA,yes,Your friend goes ahead of you. You see your friend in the distance:,NA,pred,landmark,stripmall,48,stripmall,Great,NA,NA,graduated_college,small,NA,English,male,6742,NA,You visit your friend who lives in another city. You take a walk and you see the following:,4,1607628233729,NA,It is small relative to other,NA,100,NA,NA,NA,congruent,custom_main_text2,small,Your friend says: <br/><b>That landmark is a small stripmall.</b>
2331,NA,Sunflower,NA,NA,35,warmup/dandelion2.png,sunflower,NA,This is a,None.,2,flowers,jennifer,NA,dandelion,yes,Please label the pictures below.,NA,NA,NA,NA,45,NA,Thank you.,warmup/sunflower2.png,Flower,higher_degree,NA,NA,English,male,NA,flowers,NA,1,1607629096572,1,NA,This is a,0.08,These are both,dandelion,NA,NA,warmup1,NA,NA
2331,NA,Great Dane,NA,NA,35,warmup/pug2.png,great dane,NA,This is a,None.,2,dogs2,jennifer,NA,pug,yes,Please label the pictures below.,NA,NA,NA,NA,45,NA,Thank you.,warmup/great-dane2.png,Animal,higher_degree,NA,NA,English,male,NA,dogs,NA,2,1607629096572,1,NA,This is a,0.08,These are both,Pug,NA,NA,warmup1,NA,NA
2331,NA,Great Dane,NA,NA,35,warmup/pug2.png,great dane,NA,This is a,None.,2,dogs2,jennifer,NA,pug,yes,Please label the pictures below.,NA,NA,NA,NA,45,NA,Thank you.,warmup/great-dane2.png,Dogs,higher_degree,NA,NA,English,male,NA,dogs,NA,2,1607629096572,2,NA,This is a,0.08,These are both,Pug,NA,NA,warmup1,NA,NA
2331,<i>What do you think Speaker A meant? </i>,NA,NA,NA,35,NA,NA,NA,NA,None.,2,NA,jennifer,1,NA,yes,NA,"<b> Speaker A: ""The Empire State Building is tall.""</b>",NA,NA,NA,45,Yes.I think it's tall,Thank you.,NA,NA,higher_degree,NA,comp_class_warmup,English,male,NA,NA,In the main trials you will be asked to rephrase something a person said. The utterance will contain a word that is <i>relative</i> and your task is to figure out what it is relative to. <br /> <br /> For example: <br />,1,1607629096572,1,The Empire State Building is tall relative to other,NA,0.08,NA,NA,"buildings, skyscrapers, houses, constructions (choose one)",NA,comp_class_warmup,NA,NA
2331,<i>What do you think Speaker A meant? </i>,NA,NA,NA,35,NA,NA,NA,NA,None.,2,NA,jennifer,1,NA,yes,NA,"<b> Speaker A: ""The Empire State Building is tall.""</b>",NA,NA,NA,45,buildings,Thank you.,NA,NA,higher_degree,NA,comp_class_warmup,English,male,NA,NA,In the main trials you will be asked to rephrase something a person said. The utterance will contain a word that is <i>relative</i> and your task is to figure out what it is relative to. <br /> <br /> For example: <br />,1,1607629096572,2,The Empire State Building is tall relative to other,NA,0.08,NA,NA,"buildings, skyscrapers, houses, constructions (choose one)",NA,comp_class_warmup,NA,NA
2331,What do you think your friend is saying it is small relative to?,NA,images/pug_filler.png,images/dog-parade-basic2_filler.png,35,NA,NA,filler,NA,None.,2,dogs2,jennifer,NA,NA,yes,Your friend goes ahead of you. You see your friend in the distance:,NA,pred,prize-winner,pug,45,Pug,Thank you.,NA,NA,higher_degree,small,NA,English,male,28752,NA,You and your friend see the following:,1,1607629096572,NA,It is small relative to other,NA,0.08,NA,NA,NA,congruent,custom_main_text1,small,Your friend says: <br/><b>That's a small pug.</b>
2331,What do you think your friend is saying it is big relative to?,NA,images/great-dane.png,images/dog-parade-basic2.png,35,NA,NA,critical,NA,None.,2,dogs2,jennifer,NA,NA,yes,Your friend goes ahead of you. You see your friend in the distance:,NA,subj,prize-winner,Great Dane,45,Great Dane,Thank you.,NA,NA,higher_degree,big,NA,English,male,16439,NA,You and your friend are at a pet show and you see the following:,2,1607629096572,NA,It is big relative to other,NA,0.08,NA,NA,NA,congruent,custom_main_text1,big,Your friend says: <br/><b>That big Great Dane is a prize-winner.</b>
2331,What do you think your friend is saying it is big relative to?,NA,images/sunflower.png,images/flower-parade-basic.png,35,NA,NA,critical,NA,None.,2,flowers,jennifer,NA,NA,yes,Your friend goes ahead of you. You see your friend in the distance:,NA,pred,gift,sunflower,45,Sunflower,Thank you.,NA,NA,higher_degree,big,NA,English,male,16816,NA,You and your friend are at a garden store and you see the following:,3,1607629096572,NA,It is big relative to other,NA,0.08,NA,NA,NA,congruent,custom_main_text1,big,Your friend says: <br/><b>That gift is a big sunflower.</b>
2331,What do you think your friend is saying it is small relative to?,NA,images/dandelion_filler.png,images/flower-parade-basic_filler.png,35,NA,NA,filler,NA,None.,2,flowers,jennifer,NA,NA,yes,Your friend goes ahead of you. You see your friend in the distance:,NA,subj,gift,dandelion,45,deandal,Thank you.,NA,NA,higher_degree,small,NA,English,male,15784,NA,You and your friend see the following:,4,1607629096572,NA,It is small relative to other,NA,0.08,NA,NA,NA,congruent,custom_main_text1,small,Your friend says: <br/><b>That dandelion is small.</b>
2331,NA,Bonsai,NA,NA,35,warmup/redwood2.png,bonsai,NA,This is a,None.,2,trees,jennifer,NA,redwood or sequoia (choose one),yes,Please label the pictures below.,NA,NA,NA,NA,45,NA,Thank you.,warmup/bonsai2.png,Tree,higher_degree,NA,NA,English,male,NA,trees,NA,1,1607629096572,1,NA,This is a,0.08,These are both,Redwood,NA,NA,warmup2,NA,NA
2331,NA,Doberman,NA,NA,35,warmup/chihuahua2.png,doberman,NA,This is a,None.,2,dogs1,jennifer,NA,chihuahua,yes,Please label the pictures below.,NA,NA,NA,NA,45,NA,Thank you.,warmup/doberman2.png,Animal,higher_degree,NA,NA,English,male,NA,dogs,NA,2,1607629096572,1,NA,This is a,0.08,These are both,Chihuahua,NA,NA,warmup2,NA,NA
