submission_id,question,startDate,target_picture,context_picture,experiment_id,trial_type,problems,enjoyment,item,botresponse,trials,option2,option1,understand,text,sentence,syntax,ref_np,target,age,response,comments,education,target_size,name,languages,sex,RT,context,trial_number,startTime,attempts,item_noun,paraphrase,fairprice,correct,adj_cond,trial_name,adj,utterance
2870,What do you think your friend is saying it is big relative to?,Mon Apr 12 2021 17:06:44 GMT-0400 (Eastern Daylight Time),images/tuna_net.png,images/fish-parade-basic.png,41,critical,No,1,fish,mary,NA,tunas,fish,yes,Your friend points to something in the distance (not shown).,NA,subj,rescue,tuna,50,fish,NA,higher_degree,big,NA,English,female,12036,You visit your friend who works as a marine biologist and you see the following:,10,1618261604560,NA,fish_rescue,It is big relative to other,1.25,NA,congruent,custom_main_text1,big,Your friend says: <br/><b>That big tuna is a rescue.</b>
2870,What do you think your friend is saying it is small relative to?,Mon Apr 12 2021 17:06:44 GMT-0400 (Eastern Daylight Time),images/pug_filler.png,images/dog-parade-basic2_filler.png,41,filler,No,1,dogs2,mary,NA,pugs,dogs,yes,Your friend points to something in the distance (not shown).,NA,subj,prize-winner,pug,50,dogs,NA,higher_degree,small,NA,English,female,10764,You and your friend see the following:,11,1618261604560,NA,dogs2_prize,It is small relative to other,1.25,NA,congruent,custom_main_text1,small,Your friend says: <br/><b>That pug is small.</b>
2870,What do you think your friend is saying it is big relative to?,Mon Apr 12 2021 17:06:44 GMT-0400 (Eastern Daylight Time),images/sunflower.png,images/flower-parade-basic.png,41,critical,No,1,flowers,mary,NA,sunflowers,flowers,yes,Your friend points to something in the distance (not shown).,NA,pred,present,sunflower,50,sunflowers,NA,higher_degree,big,NA,English,female,20916,You and your friend are at a garden store and you see the following:,12,1618261604560,NA,flowers_present,It is big relative to other,1.25,NA,congruent,custom_main_text1,big,Your friend says: <br/><b>That present is a big sunflower.</b>
2870,What do you think your friend is saying it is big relative to?,Mon Apr 12 2021 17:06:44 GMT-0400 (Eastern Daylight Time),images/eagle_filler.png,images/bird-parade-basic_filler.png,41,filler,No,1,birds,mary,NA,birds,eagles,yes,Your friend points to something in the distance (not shown).,NA,pred,rescue,eagle,50,eagles,NA,higher_degree,big,NA,English,female,7867,You and your friend see the following:,13,1618261604560,NA,birds_rescue,It is big relative to other,1.25,NA,congruent,custom_main_text1,big,Your friend says: <br/><b>That's a big eagle.</b>
2870,What do you think your friend is saying it is small relative to?,Mon Apr 12 2021 17:06:44 GMT-0400 (Eastern Daylight Time),images/bonsai_stick.png,images/tree-parade-basic.png,41,critical,No,1,trees,mary,NA,trees,bonsais,yes,Your friend points to something in the distance (not shown).,NA,subj,landmark,bonsai,50,trees,NA,higher_degree,small,NA,English,female,27362,You and your friend walk to your friend's cabin in a park for the first time. You want to memorize the path and you see the following:,14,1618261604560,NA,trees_landmark,It is small relative to other,1.25,NA,congruent,custom_main_text1,small,Your friend says: <br/><b>That small bonsai is a landmark.</b>
2870,What do you think your friend is saying it is small relative to?,Mon Apr 12 2021 17:06:44 GMT-0400 (Eastern Daylight Time),images/chihuahua_filler.png,images/dog-parade-basic_filler.png,41,filler,No,1,dogs1,mary,NA,dogs,chihuahuas,yes,Your friend points to something in the distance (not shown).,NA,pred,service-animal,chihuahua,50,chihuahuas,NA,higher_degree,small,NA,English,female,11154,You and your friend see the following:,15,1618261604560,NA,dogs1_service,It is small relative to other,1.25,NA,congruent,custom_main_text1,small,Your friend says: <br/><b>That's a small chihuahua.</b>
2870,What do you think your friend is saying it is big relative to?,Mon Apr 12 2021 17:06:44 GMT-0400 (Eastern Daylight Time),images/doberman.png,images/dog-parade-basic.png,41,critical,No,1,dogs1,mary,NA,dogs,dobermen,yes,Your friend points to something in the distance (not shown).,NA,subj,service-animal,doberman,50,dobermen,NA,higher_degree,big,NA,English,female,17531,You and your friend are at an animal training ground and you see the following:,16,1618261604560,NA,dogs1_service,It is big relative to other,1.25,NA,congruent,custom_main_text1,big,Your friend says: <br/><b>That big doberman is a service-animal.</b>
2869,<i>What do you think Speaker A meant? </i>,Mon Apr 12 2021 15:02:17 GMT-0600 (Mountain Daylight Time),NA,NA,41,NA,No.,0,NA,susan,1,NA,NA,yes,NA,"<b> Speaker A: ""The Empire State Building is tall.""</b>",NA,NA,NA,34,buildings.,NA,higher_degree,NA,comp_class_warmup,English,male,NA,In the main trials you will be asked to rephrase something a person said. The utterance will contain a word that is <i>relative</i> and your task is to figure out what it is relative to. <br /> <br /> For example: <br />,1,1618261337342,1,NA,The Empire State Building is tall relative to other,1,"buildings, skyscrapers, houses, constructions (choose one)",NA,comp_class_warmup,NA,NA
2869,<i>What do you think Speaker A meant? </i>,Mon Apr 12 2021 15:02:17 GMT-0600 (Mountain Daylight Time),NA,NA,41,NA,No.,0,NA,susan,1,NA,NA,yes,NA,"<b> Speaker A: ""The Empire State Building is tall.""</b>",NA,NA,NA,34,buildings.,NA,higher_degree,NA,comp_class_warmup,English,male,NA,In the main trials you will be asked to rephrase something a person said. The utterance will contain a word that is <i>relative</i> and your task is to figure out what it is relative to. <br /> <br /> For example: <br />,1,1618261337342,2,NA,The Empire State Building is tall relative to other,1,"buildings, skyscrapers, houses, constructions (choose one)",NA,comp_class_warmup,NA,NA
2869,<i>What do you think Speaker A meant? </i>,Mon Apr 12 2021 15:02:17 GMT-0600 (Mountain Daylight Time),NA,NA,41,NA,No.,0,NA,susan,1,NA,NA,yes,NA,"<b> Speaker A: ""The Empire State Building is tall.""</b>",NA,NA,NA,34,buildings.,NA,higher_degree,NA,comp_class_warmup,English,male,NA,In the main trials you will be asked to rephrase something a person said. The utterance will contain a word that is <i>relative</i> and your task is to figure out what it is relative to. <br /> <br /> For example: <br />,1,1618261337342,3,NA,The Empire State Building is tall relative to other,1,"buildings, skyscrapers, houses, constructions (choose one)",NA,comp_class_warmup,NA,NA
2869,<i>What do you think Speaker A meant? </i>,Mon Apr 12 2021 15:02:17 GMT-0600 (Mountain Daylight Time),NA,NA,41,NA,No.,0,NA,susan,1,NA,NA,yes,NA,"<b> Speaker A: ""The Empire State Building is tall.""</b>",NA,NA,NA,34,buildings,NA,higher_degree,NA,comp_class_warmup,English,male,NA,In the main trials you will be asked to rephrase something a person said. The utterance will contain a word that is <i>relative</i> and your task is to figure out what it is relative to. <br /> <br /> For example: <br />,1,1618261337342,4,NA,The Empire State Building is tall relative to other,1,"buildings, skyscrapers, houses, constructions (choose one)",NA,comp_class_warmup,NA,NA
2869,What do you think your friend is saying it is big relative to?,Mon Apr 12 2021 15:02:17 GMT-0600 (Mountain Daylight Time),images/eagle.png,images/bird-parade-basic.png,41,critical,No.,0,birds,susan,NA,eagles,birds,yes,Your friend points to something in the distance (not shown).,NA,pred,rescue,eagle,34,eagles,NA,higher_degree,big,NA,English,male,54004,You visit your friend who works at an animal shelter and you see the following:,1,1618261337342,NA,birds_rescue,It is big relative to other,1,NA,congruent,custom_main_text1,big,Your friend says: <br/><b>That rescue is a big eagle.</b>
2869,What do you think your friend is saying it is big relative to?,Mon Apr 12 2021 15:02:17 GMT-0600 (Mountain Daylight Time),images/skyscraper-landmark-filler.png,images/buildings-parade-basic_filler.png,41,filler,No.,0,buildings,susan,NA,skyscrapers,buildings,yes,Your friend points to something in the distance (not shown).,NA,pred,landmark,skyscraper,34,skyscrapers,NA,higher_degree,big,NA,English,male,11299,You and your friend see the following:,2,1618261337342,NA,buildings_landmark,It is big relative to other,1,NA,congruent,custom_main_text1,big,Your friend says: <br/><b>That's a big skyscraper.</b>
2869,What do you think your friend is saying it is small relative to?,Mon Apr 12 2021 15:02:17 GMT-0600 (Mountain Daylight Time),images/stripmall-landmark.png,images/buildings-parade-basic.png,41,critical,No.,0,buildings,susan,NA,buildings,stripmalls,yes,Your friend points to something in the distance (not shown).,NA,subj,landmark,stripmall,34,stripmalls,NA,higher_degree,small,NA,English,male,10762,You visit your friend who lives in another city. You take a walk and you see the following:,3,1618261337342,NA,buildings_landmark,It is small relative to other,1,NA,congruent,custom_main_text1,small,Your friend says: <br/><b>That small stripmall is a landmark.</b>
2869,What do you think your friend is saying it is small relative to?,Mon Apr 12 2021 15:02:17 GMT-0600 (Mountain Daylight Time),images/bonsai_filler.png,images/tree-parade-basic_filler.png,41,filler,No.,0,trees,susan,NA,bonsais,trees,yes,Your friend points to something in the distance (not shown).,NA,subj,landmark,bonsai,34,bonsais,NA,higher_degree,small,NA,English,male,12694,You and your friend see the following:,4,1618261337342,NA,trees_landmark,It is small relative to other,1,NA,congruent,custom_main_text1,small,Your friend says: <br/><b>That bonsai is small.</b>
2869,What do you think your friend is saying it is small relative to?,Mon Apr 12 2021 15:02:17 GMT-0600 (Mountain Daylight Time),images/dandelion_filler.png,images/flower-parade-basic_filler.png,41,filler,No.,0,flowers,susan,NA,flowers,dandelions,yes,Your friend points to something in the distance (not shown).,NA,pred,landmark,dandelion,34,dandelions,NA,higher_degree,small,NA,English,male,10774,You and your friend see the following:,5,1618261337342,NA,flowers_landmark,It is small relative to other,1,NA,congruent,custom_main_text1,small,Your friend says: <br/><b>That's a small dandelion.</b>
2869,What do you think your friend is saying it is small relative to?,Mon Apr 12 2021 15:02:17 GMT-0600 (Mountain Daylight Time),images/hummingbird_filler.png,images/bird-parade-basic_filler.png,41,filler,No.,0,birds,susan,NA,hummingbirds,birds,yes,Your friend points to something in the distance (not shown).,NA,subj,rescue,hummingbird,34,hummingbirds,NA,higher_degree,small,NA,English,male,4631,You and your friend see the following:,6,1618261337342,NA,birds_rescue,It is small relative to other,1,NA,congruent,custom_main_text1,small,Your friend says: <br/><b>That hummingbird is small.</b>
2869,What do you think your friend is saying it is big relative to?,Mon Apr 12 2021 15:02:17 GMT-0600 (Mountain Daylight Time),images/redwood_sign.png,images/tree-parade-basic.png,41,critical,No.,0,trees,susan,NA,trees,redwoods,yes,Your friend points to something in the distance (not shown).,NA,pred,landmark,redwood,34,redwoods,NA,higher_degree,big,NA,English,male,9277,You and your friend walk to your friend's cabin in a park for the first time. You want to memorize the path and you see the following:,7,1618261337342,NA,trees_landmark,It is big relative to other,1,NA,congruent,custom_main_text1,big,Your friend says: <br/><b>That landmark is a big redwood.</b>
2869,What do you think your friend is saying it is big relative to?,Mon Apr 12 2021 15:02:17 GMT-0600 (Mountain Daylight Time),images/sunflower-landmark.png,images/flower-parade-basic-landmark.png,41,critical,No.,0,flowers,susan,NA,sunflowers,flowers,yes,Your friend points to something in the distance (not shown).,NA,subj,landmark,sunflower,34,sunflowers,NA,higher_degree,big,NA,English,male,12092,You and your friend walk to a cabin you are renting for the weekend for the first time. You go along the path and you see the following:,8,1618261337342,NA,flowers_landmark,It is big relative to other,1,NA,congruent,custom_main_text1,big,Your friend says: <br/><b>That big sunflower is a landmark.</b>
2869,What do you think your friend is saying it is small relative to?,Mon Apr 12 2021 15:02:17 GMT-0600 (Mountain Daylight Time),images/chihuahua_filler.png,images/dog-parade-basic_filler.png,41,filler,No.,0,dogs1,susan,NA,dogs,chihuahuas,yes,Your friend points to something in the distance (not shown).,NA,pred,service-animal,chihuahua,34,chihuahuas,NA,higher_degree,small,NA,English,male,6226,You and your friend see the following:,9,1618261337342,NA,dogs1_service,It is small relative to other,1,NA,congruent,custom_main_text1,small,Your friend says: <br/><b>That's a small chihuahua.</b>
2869,What do you think your friend is saying it is big relative to?,Mon Apr 12 2021 15:02:17 GMT-0600 (Mountain Daylight Time),images/doberman.png,images/dog-parade-basic.png,41,critical,No.,0,dogs1,susan,NA,dogs,dobermen,yes,Your friend points to something in the distance (not shown).,NA,subj,service-animal,doberman,34,dobermen,NA,higher_degree,big,NA,English,male,10114,You and your friend are at an animal training ground and you see the following:,10,1618261337342,NA,dogs1_service,It is big relative to other,1,NA,congruent,custom_main_text1,big,Your friend says: <br/><b>That big doberman is a service-animal.</b>
2869,What do you think your friend is saying it is small relative to?,Mon Apr 12 2021 15:02:17 GMT-0600 (Mountain Daylight Time),images/clownfish_net.png,images/fish-parade-basic.png,41,critical,No.,0,fish,susan,NA,clownfish,fish,yes,Your friend points to something in the distance (not shown).,NA,pred,rescue,clownfish,34,clownfish,NA,higher_degree,small,NA,English,male,11280,You visit your friend who works as a marine biologist and you see the following:,11,1618261337342,NA,fish_rescue,It is small relative to other,1,NA,congruent,custom_main_text1,small,Your friend says: <br/><b>That rescue is a small clownfish.</b>
2869,What do you think your friend is saying it is big relative to?,Mon Apr 12 2021 15:02:17 GMT-0600 (Mountain Daylight Time),images/tuna_filler.png,images/fish-parade-basic_filler.png,41,filler,No.,0,fish,susan,NA,tunas,fish,yes,Your friend points to something in the distance (not shown).,NA,subj,rescue,tuna,34,tunas,NA,higher_degree,big,NA,English,male,15918,You and your friend see the following:,12,1618261337342,NA,fish_rescue,It is big relative to other,1,NA,congruent,custom_main_text1,big,Your friend says: <br/><b>That tuna is big.</b>
2869,What do you think your friend is saying it is big relative to?,Mon Apr 12 2021 15:02:17 GMT-0600 (Mountain Daylight Time),images/doberman_filler.png,images/dog-parade-basic_filler.png,41,filler,No.,0,dogs1,susan,NA,dobermen,dogs,yes,Your friend points to something in the distance (not shown).,NA,pred,rescue,doberman,34,dobermen,NA,higher_degree,big,NA,English,male,16252,You and your friend see the following:,13,1618261337342,NA,dogs1_rescue,It is big relative to other,1,NA,congruent,custom_main_text1,big,Your friend says: <br/><b>That's a big doberman.</b>
2869,What do you think your friend is saying it is big relative to?,Mon Apr 12 2021 15:02:17 GMT-0600 (Mountain Daylight Time),images/great-dane_filler.png,images/dog-parade-basic2_filler.png,41,filler,No.,0,dogs2,susan,NA,Great Danes,dogs,yes,Your friend points to something in the distance (not shown).,NA,subj,prize-winner,Great Dane,34,Great,NA,higher_degree,big,NA,English,male,9594,You and your friend see the following:,14,1618261337342,NA,dogs2_prize,It is big relative to other,1,NA,congruent,custom_main_text1,big,Your friend says: <br/><b>That Great Dane is big.</b>
2869,What do you think your friend is saying it is small relative to?,Mon Apr 12 2021 15:02:17 GMT-0600 (Mountain Daylight Time),images/chihuahua-rescue.png,images/dog-parade-basic-rescue.png,41,critical,No.,0,dogs1,susan,NA,dogs,chihuahuas,yes,Your friend points to something in the distance (not shown).,NA,subj,rescue,chihuahua,34,chihuahuas,NA,higher_degree,small,NA,English,male,5202,You visit your friend who works at an animal shelter and you see the following:,15,1618261337342,NA,dogs1_rescue,It is small relative to other,1,NA,congruent,custom_main_text1,small,Your friend says: <br/><b>That small chihuahua is a rescue.</b>
2869,What do you think your friend is saying it is small relative to?,Mon Apr 12 2021 15:02:17 GMT-0600 (Mountain Daylight Time),images/pug.png,images/dog-parade-basic2.png,41,critical,No.,0,dogs2,susan,NA,dogs,pugs,yes,Your friend points to something in the distance (not shown).,NA,pred,prize-winner,pug,34,pugs,NA,higher_degree,small,NA,English,male,11830,You and your friend are at a pet show and you see the following:,16,1618261337342,NA,dogs2_prize,It is small relative to other,1,NA,congruent,custom_main_text1,small,Your friend says: <br/><b>That prize-winner is a small pug.</b>
2868,<i>What do you think Speaker A meant? </i>,Mon Apr 12 2021 14:10:56 GMT-0700 (Pacific Daylight Time),NA,NA,41,NA,No glitches,0,NA,Sarah,1,NA,NA,confused,NA,"<b> Speaker A: ""The Empire State Building is tall.""</b>",NA,NA,NA,57,buildings,"I still don't understand the ""(Not shown)"" in the description",higher_degree,NA,comp_class_warmup,English,male,NA,In the main trials you will be asked to rephrase something a person said. The utterance will contain a word that is <i>relative</i> and your task is to figure out what it is relative to. <br /> <br /> For example: <br />,1,1618261856456,1,NA,The Empire State Building is tall relative to other,0.5,"buildings, skyscrapers, houses, constructions (choose one)",NA,comp_class_warmup,NA,NA
2868,What do you think your friend is saying it is big relative to?,Mon Apr 12 2021 14:10:56 GMT-0700 (Pacific Daylight Time),images/doberman-rescue.png,images/dog-parade-basic-rescue.png,41,critical,No glitches,0,dogs1,Sarah,NA,dogs,dobermen,confused,Your friend points to something in the distance (not shown).,NA,pred,rescue,doberman,57,dobermen,"I still don't understand the ""(Not shown)"" in the description",higher_degree,big,NA,English,male,28390,You visit your friend who works at an animal shelter and you see the following:,1,1618261856456,NA,dogs1_rescue,It is big relative to other,0.5,NA,congruent,custom_main_text1,big,Your friend says: <br/><b>That rescue is a big doberman.</b>
2868,What do you think your friend is saying it is big relative to?,Mon Apr 12 2021 14:10:56 GMT-0700 (Pacific Daylight Time),images/sunflower_filler.png,images/flower-parade-basic_filler.png,41,filler,No glitches,0,flowers,Sarah,NA,sunflowers,flowers,confused,Your friend points to something in the distance (not shown).,NA,subj,present,sunflower,57,sunflowers,"I still don't understand the ""(Not shown)"" in the description",higher_degree,big,NA,English,male,17596,You and your friend see the following:,2,1618261856456,NA,flowers_present,It is big relative to other,0.5,NA,congruent,custom_main_text1,big,Your friend says: <br/><b>That sunflower is big.</b>
2868,What do you think your friend is saying it is big relative to?,Mon Apr 12 2021 14:10:56 GMT-0700 (Pacific Daylight Time),images/great-dane-gift.png,images/dog-parade-basic2-gift.png,41,critical,No glitches,0,dogs2,Sarah,NA,Great Danes,dogs,confused,Your friend points to something in the distance (not shown).,NA,pred,present,Great Dane,57,Great,"I still don't understand the ""(Not shown)"" in the description",higher_degree,big,NA,English,male,20893,You and your friend are at a pet store and you see the following:,3,1618261856456,NA,dogs2_present,It is big relative to other,0.5,NA,congruent,custom_main_text1,big,Your friend says: <br/><b>That present is a big Great Dane.</b>
2868,What do you think your friend is saying it is small relative to?,Mon Apr 12 2021 14:10:56 GMT-0700 (Pacific Daylight Time),images/chihuahua_filler.png,images/dog-parade-basic_filler.png,41,filler,No glitches,0,dogs1,Sarah,NA,chihuahuas,dogs,confused,Your friend points to something in the distance (not shown).,NA,subj,rescue,chihuahua,57,chihuahuas,"I still don't understand the ""(Not shown)"" in the description",higher_degree,small,NA,English,male,11321,You and your friend see the following:,4,1618261856456,NA,dogs1_rescue,It is small relative to other,0.5,NA,congruent,custom_main_text1,small,Your friend says: <br/><b>That chihuahua is small.</b>
2868,What do you think your friend is saying it is small relative to?,Mon Apr 12 2021 14:10:56 GMT-0700 (Pacific Daylight Time),images/chihuahua.png,images/dog-parade-basic.png,41,critical,No glitches,0,dogs1,Sarah,NA,chihuahuas,dogs,confused,Your friend points to something in the distance (not shown).,NA,subj,service-animal,chihuahua,57,chihuahuas,"I still don't understand the ""(Not shown)"" in the description",higher_degree,small,NA,English,male,15684,You and your friend are at an animal training ground and you see the following:,5,1618261856456,NA,dogs1_service,It is small relative to other,0.5,NA,congruent,custom_main_text1,small,Your friend says: <br/><b>That small chihuahua is a service-animal.</b>
2868,What do you think your friend is saying it is small relative to?,Mon Apr 12 2021 14:10:56 GMT-0700 (Pacific Daylight Time),images/pug_filler.png,images/dog-parade-basic2_filler.png,41,filler,No glitches,0,dogs2,Sarah,NA,pugs,dogs,confused,Your friend points to something in the distance (not shown).,NA,subj,present,pug,57,dogs,"I still don't understand the ""(Not shown)"" in the description",higher_degree,small,NA,English,male,9392,You and your friend see the following:,6,1618261856456,NA,dogs2_present,It is small relative to other,0.5,NA,congruent,custom_main_text1,small,Your friend says: <br/><b>That pug is small.</b>
2868,What do you think your friend is saying it is big relative to?,Mon Apr 12 2021 14:10:56 GMT-0700 (Pacific Daylight Time),images/great-dane.png,images/dog-parade-basic2.png,41,critical,No glitches,0,dogs2,Sarah,NA,dogs,Great Danes,confused,Your friend points to something in the distance (not shown).,NA,subj,prize-winner,Great Dane,57,Great,"I still don't understand the ""(Not shown)"" in the description",higher_degree,big,NA,English,male,7178,You and your friend are at a pet show and you see the following:,7,1618261856456,NA,dogs2_prize,It is big relative to other,0.5,NA,congruent,custom_main_text1,big,Your friend says: <br/><b>That big Great Dane is a prize-winner.</b>
2868,What do you think your friend is saying it is big relative to?,Mon Apr 12 2021 14:10:56 GMT-0700 (Pacific Daylight Time),images/sunflower_filler.png,images/flower-parade-basic_filler.png,41,filler,No glitches,0,flowers,Sarah,NA,flowers,sunflowers,confused,Your friend points to something in the distance (not shown).,NA,pred,landmark,sunflower,57,flowers,"I still don't understand the ""(Not shown)"" in the description",higher_degree,big,NA,English,male,17202,You and your friend see the following:,8,1618261856456,NA,flowers_landmark,It is big relative to other,0.5,NA,congruent,custom_main_text1,big,Your friend says: <br/><b>That's a big sunflower.</b>
2868,What do you think your friend is saying it is small relative to?,Mon Apr 12 2021 14:10:56 GMT-0700 (Pacific Daylight Time),images/dandelion.png,images/flower-parade-basic.png,41,critical,No glitches,0,flowers,Sarah,NA,dandelions,flowers,confused,Your friend points to something in the distance (not shown).,NA,pred,present,dandelion,57,dandelions,"I still don't understand the ""(Not shown)"" in the description",higher_degree,small,NA,English,male,20909,You and your friend are at a garden store and you see the following:,9,1618261856456,NA,flowers_present,It is small relative to other,0.5,NA,congruent,custom_main_text1,small,Your friend says: <br/><b>That present is a small dandelion.</b>
2868,What do you think your friend is saying it is big relative to?,Mon Apr 12 2021 14:10:56 GMT-0700 (Pacific Daylight Time),images/doberman_filler.png,images/dog-parade-basic_filler.png,41,filler,No glitches,0,dogs1,Sarah,NA,dobermen,dogs,confused,Your friend points to something in the distance (not shown).,NA,pred,service-animal,doberman,57,dobermen,"I still don't understand the ""(Not shown)"" in the description",higher_degree,big,NA,English,male,9890,You and your friend see the following:,10,1618261856456,NA,dogs1_service,It is big relative to other,0.5,NA,congruent,custom_main_text1,big,Your friend says: <br/><b>That's a big doberman.</b>
2868,What do you think your friend is saying it is big relative to?,Mon Apr 12 2021 14:10:56 GMT-0700 (Pacific Daylight Time),images/redwood_sign.png,images/tree-parade-basic.png,41,critical,No glitches,0,trees,Sarah,NA,redwoods,trees,confused,Your friend points to something in the distance (not shown).,NA,subj,landmark,redwood,57,redwoods,"I still don't understand the ""(Not shown)"" in the description",higher_degree,big,NA,English,male,10106,You and your friend walk to your friend's cabin in a park for the first time. You want to memorize the path and you see the following:,11,1618261856456,NA,trees_landmark,It is big relative to other,0.5,NA,congruent,custom_main_text1,big,Your friend says: <br/><b>That big redwood is a landmark.</b>
