submission_id,trial_number,target,item,response,syntax,adj,response_cat,response_num,response_label,pilot_nr,syntax_dev
2032,1,doberman,dogs1,dogs,predicate,big,basic,1,basic,1,-1
2032,2,redwood,trees,trees,predicate,big,basic,1,basic,1,-1
2030,1,redwood,trees,trees,predicate,big,basic,1,basic,1,-1
2030,2,hummingbird,birds,birds,predicate,small,basic,1,basic,1,-1
2030,3,pug,dogs2,dogs,subject,small,basic,1,basic,1,1
2030,1,chihuahua,dogs1,dogs,subject,small,basic,1,basic,1,1
2030,2,sunflower,flowers,flowers,subject,big,basic,1,basic,1,1
2029,1,great dane,dogs2,dogs,predicate,big,basic,1,basic,1,-1
2029,2,sunflower,flowers,flowers,subject,big,basic,1,basic,1,1
2029,3,chihuahua,dogs1,dogs,predicate,small,basic,1,basic,1,-1
2029,1,hummingbird,birds,birds,subject,small,basic,1,basic,1,1
2029,2,bonsai,trees,trees,predicate,small,basic,1,basic,1,-1
2028,1,eagle,birds,birds,subject,big,basic,1,basic,1,1
2028,2,sunflower,flowers,flowers,predicate,big,basic,1,basic,1,-1
2028,3,bonsai,trees,trees,subject,small,basic,1,basic,1,1
2028,1,pug,dogs2,dogs,predicate,small,basic,1,basic,1,-1
2028,2,chihuahua,dogs1,dogs,predicate,small,basic,1,basic,1,-1
